PID,Area,DC1117EW_C_SEX,DC1117EW_C_AGE,DC2101EW_C_ETHPUK11,HID
879,E02000001,1,33,2,2000
880,E02000001,1,33,2,376
881,E02000001,1,33,2,4130
882,E02000001,1,33,2,1353
883,E02000001,1,33,2,4030
884,E02000001,1,33,2,311
885,E02000001,1,33,2,383
886,E02000001,1,33,2,2524
887,E02000001,1,33,2,4133
888,E02000001,1,33,2,300
889,E02000001,1,33,2,1905
890,E02000001,1,33,2,1489
891,E02000001,1,33,2,4799
892,E02000001,1,33,2,1314
893,E02000001,1,33,2,750
894,E02000001,1,33,2,2883
895,E02000001,1,33,2,623
896,E02000001,1,33,2,315
897,E02000001,1,33,2,4931
898,E02000001,1,33,2,1464
899,E02000001,1,33,2,3608
900,E02000001,1,33,2,4060
901,E02000001,1,33,2,4062
902,E02000001,1,33,2,4045
903,E02000001,1,33,2,4610
904,E02000001,1,33,2,136
905,E02000001,1,33,2,283
906,E02000001,1,33,2,1176
907,E02000001,1,33,2,24
908,E02000001,1,33,2,2549
909,E02000001,1,33,3,4403
910,E02000001,1,33,4,4334
911,E02000001,1,33,4,4558
912,E02000001,1,33,4,396
913,E02000001,1,33,4,4608
914,E02000001,1,33,4,1526
915,E02000001,1,33,4,1535
916,E02000001,1,33,4,2146
917,E02000001,1,33,4,1796
918,E02000001,1,33,4,2669
919,E02000001,1,33,4,3918
920,E02000001,1,33,4,2920
921,E02000001,1,33,4,1718
922,E02000001,1,33,4,5391
923,E02000001,1,33,4,699
924,E02000001,1,33,4,1147
925,E02000001,1,33,4,2076
926,E02000001,1,33,4,4930
927,E02000001,1,33,4,5443
928,E02000001,1,33,5,2335
929,E02000001,1,33,5,5136
930,E02000001,1,33,6,4077
931,E02000001,1,33,6,4029
932,E02000001,1,33,6,2084
933,E02000001,1,33,6,3206
934,E02000001,1,33,6,2135
935,E02000001,1,33,6,1329
936,E02000001,1,33,6,2958
937,E02000001,1,33,6,4874
938,E02000001,1,33,6,5172
939,E02000001,1,33,7,1500
940,E02000001,1,33,8,2108
941,E02000001,1,33,8,4423
942,E02000001,1,33,8,2176
943,E02000001,1,34,2,590
944,E02000001,1,34,2,437
945,E02000001,1,34,2,618
946,E02000001,1,34,2,1940
947,E02000001,1,34,2,5464
948,E02000001,1,34,2,984
949,E02000001,1,34,2,3773
950,E02000001,1,34,2,3774
951,E02000001,1,34,2,2862
952,E02000001,1,34,2,4085
953,E02000001,1,34,2,486
954,E02000001,1,34,2,1317
955,E02000001,1,34,2,485
956,E02000001,1,34,2,1493
957,E02000001,1,34,2,2168
958,E02000001,1,34,2,1360
959,E02000001,1,34,2,767
960,E02000001,1,34,2,1796
961,E02000001,1,34,2,1749
962,E02000001,1,34,2,5391
963,E02000001,1,34,2,2882
964,E02000001,1,34,2,554
965,E02000001,1,34,2,1743
966,E02000001,1,34,2,2284
967,E02000001,1,34,2,1725
968,E02000001,1,34,2,1492
969,E02000001,1,34,2,1879
970,E02000001,1,34,2,308
971,E02000001,1,34,2,3482
972,E02000001,1,34,2,45
973,E02000001,1,34,2,4768
974,E02000001,1,34,2,4009
975,E02000001,1,34,2,2826
976,E02000001,1,34,2,2857
977,E02000001,1,34,2,85
978,E02000001,1,34,2,3584
979,E02000001,1,34,2,3116
980,E02000001,1,34,2,5299
981,E02000001,1,34,2,1876
982,E02000001,1,34,2,1650
983,E02000001,1,34,2,4043
984,E02000001,1,34,2,1495
985,E02000001,1,34,2,5522
986,E02000001,1,34,2,1524
987,E02000001,1,34,2,1662
988,E02000001,1,34,2,2605
989,E02000001,1,34,2,1660
990,E02000001,1,34,2,4214
991,E02000001,1,34,3,3851
992,E02000001,1,34,4,373
993,E02000001,1,34,4,3896
994,E02000001,1,34,4,1118
995,E02000001,1,34,4,4689
996,E02000001,1,34,4,3923
997,E02000001,1,34,4,2083
998,E02000001,1,34,4,5447
999,E02000001,1,34,4,1475
1000,E02000001,1,34,4,2613
1001,E02000001,1,34,4,2334
1002,E02000001,1,34,4,1349
1003,E02000001,1,34,4,349
1004,E02000001,1,34,4,48
1005,E02000001,1,34,4,1514
1006,E02000001,1,34,4,2079
1007,E02000001,1,34,4,3815
1008,E02000001,1,34,5,1120
1009,E02000001,1,34,5,694
1010,E02000001,1,34,5,1922
1011,E02000001,1,34,6,1452
1012,E02000001,1,34,6,3977
1013,E02000001,1,34,6,4401
1014,E02000001,1,34,6,4216
1015,E02000001,1,34,6,1115
1016,E02000001,1,34,6,2175
1017,E02000001,1,34,6,3661
1018,E02000001,1,34,6,212
1019,E02000001,1,34,7,2491
1020,E02000001,1,34,7,5148
1021,E02000001,1,34,8,1925
1022,E02000001,1,34,8,1137
1023,E02000001,1,35,2,845
1024,E02000001,1,35,2,1830
1025,E02000001,1,35,2,2352
1026,E02000001,1,35,2,4555
1027,E02000001,1,35,2,983
1028,E02000001,1,35,2,2527
1029,E02000001,1,35,2,5425
1030,E02000001,1,35,2,2359
1031,E02000001,1,35,2,1177
1032,E02000001,1,35,2,4135
1033,E02000001,1,35,2,421
1034,E02000001,1,35,2,1169
1035,E02000001,1,35,2,4602
1036,E02000001,1,35,2,2146
1037,E02000001,1,35,2,5270
1038,E02000001,1,35,2,370
1039,E02000001,1,35,2,165
1040,E02000001,1,35,2,2311
1041,E02000001,1,35,2,771
1042,E02000001,1,35,2,5393
1043,E02000001,1,35,2,1779
1044,E02000001,1,35,2,4407
1045,E02000001,1,35,2,3826
1046,E02000001,1,35,2,895
1047,E02000001,1,35,2,837
1048,E02000001,1,35,2,3497
1049,E02000001,1,35,2,2087
1050,E02000001,1,35,2,892
1051,E02000001,1,35,2,3884
1052,E02000001,1,35,2,2212
1053,E02000001,1,35,3,2552
1054,E02000001,1,35,4,3973
1055,E02000001,1,35,4,1440
1056,E02000001,1,35,4,2236
1057,E02000001,1,35,4,1224
1058,E02000001,1,35,4,2344
1059,E02000001,1,35,4,4811
1060,E02000001,1,35,4,4440
1061,E02000001,1,35,4,2614
1062,E02000001,1,35,4,1354
1063,E02000001,1,35,5,4106
1064,E02000001,1,35,6,5473
1065,E02000001,1,35,6,4601
1066,E02000001,1,35,6,138
1067,E02000001,1,35,6,1560
1068,E02000001,1,35,7,3426
1069,E02000001,1,35,7,2544
1070,E02000001,1,35,8,4793
1071,E02000001,1,36,2,500
1072,E02000001,1,36,2,3935
1073,E02000001,1,36,2,190
1074,E02000001,1,36,2,1958
1075,E02000001,1,36,2,2276
1076,E02000001,1,36,2,2495
1077,E02000001,1,36,2,651
1078,E02000001,1,36,2,5130
1079,E02000001,1,36,2,933
1080,E02000001,1,36,2,1110
1081,E02000001,1,36,2,657
1082,E02000001,1,36,2,3106
1083,E02000001,1,36,2,5387
1084,E02000001,1,36,2,4659
1085,E02000001,1,36,2,1095
1086,E02000001,1,36,2,3920
1087,E02000001,1,36,2,1746
1088,E02000001,1,36,2,2114
1089,E02000001,1,36,2,4460
1090,E02000001,1,36,2,2131
1091,E02000001,1,36,2,4969
1092,E02000001,1,36,2,2613
1093,E02000001,1,36,2,4869
1094,E02000001,1,36,3,452
1095,E02000001,1,36,4,3593
1096,E02000001,1,36,4,3161
1097,E02000001,1,36,4,1515
1098,E02000001,1,36,4,1632
1099,E02000001,1,36,4,3857
1100,E02000001,1,36,4,5430
1101,E02000001,1,36,5,3673
1102,E02000001,1,36,5,491
1103,E02000001,1,36,6,2073
1104,E02000001,1,36,6,5202
1105,E02000001,1,36,6,4084
1106,E02000001,1,36,6,5305
1107,E02000001,1,36,7,4899
1108,E02000001,1,36,8,811
1109,E02000001,1,37,2,2260
1110,E02000001,1,37,2,2600
1111,E02000001,1,37,2,513
1112,E02000001,1,37,2,2492
1113,E02000001,1,37,2,2572
1114,E02000001,1,37,2,3755
1115,E02000001,1,37,2,958
1116,E02000001,1,37,2,4897
1117,E02000001,1,37,2,4400
1118,E02000001,1,37,2,4361
1119,E02000001,1,37,2,2861
1120,E02000001,1,37,2,3133
1121,E02000001,1,37,2,3831
1122,E02000001,1,37,2,659
1123,E02000001,1,37,2,1494
1124,E02000001,1,37,2,4058
1125,E02000001,1,37,2,286
1126,E02000001,1,37,2,1217
1127,E02000001,1,37,2,3274
1128,E02000001,1,37,2,1238
1129,E02000001,1,37,2,361
1130,E02000001,1,37,2,4024
1131,E02000001,1,37,2,3496
1132,E02000001,1,37,2,4806
1133,E02000001,1,37,2,1857
1134,E02000001,1,37,2,5136
1135,E02000001,1,37,2,2135
1136,E02000001,1,37,2,4874
1137,E02000001,1,37,2,161
1138,E02000001,1,37,2,2881
1139,E02000001,1,37,2,1097
1140,E02000001,1,37,2,1468
1141,E02000001,1,37,2,4609
1142,E02000001,1,37,3,1908
1143,E02000001,1,37,4,1948
1144,E02000001,1,37,4,699
1145,E02000001,1,37,4,2138
1146,E02000001,1,37,4,4194
1147,E02000001,1,37,4,4412
1148,E02000001,1,37,4,2143
1149,E02000001,1,37,4,3284
1150,E02000001,1,37,4,3241
1151,E02000001,1,37,4,3616
1152,E02000001,1,37,4,4070
1153,E02000001,1,37,5,707
1154,E02000001,1,37,5,86
1155,E02000001,1,37,6,993
1156,E02000001,1,37,6,1922
1157,E02000001,1,37,6,1147
1158,E02000001,1,37,6,3803
1159,E02000001,1,37,6,2667
1160,E02000001,1,37,6,2529
1161,E02000001,1,37,7,28
1162,E02000001,1,37,7,3136
1163,E02000001,1,37,8,2335
1164,E02000001,1,38,2,4854
1165,E02000001,1,38,2,2931
1166,E02000001,1,38,2,2233
1167,E02000001,1,38,2,2296
1168,E02000001,1,38,2,688
1169,E02000001,1,38,2,4173
1170,E02000001,1,38,2,4573
1171,E02000001,1,38,2,3124
1172,E02000001,1,38,2,1015
1173,E02000001,1,38,2,969
1174,E02000001,1,38,2,1609
1175,E02000001,1,38,4,2919
1176,E02000001,1,38,4,2705
1177,E02000001,1,38,4,2538
1178,E02000001,1,38,5,1994
1179,E02000001,1,38,6,5514
1180,E02000001,1,38,6,3636
1181,E02000001,1,38,6,78
1182,E02000001,1,38,8,2180
1183,E02000001,1,39,2,3876
1184,E02000001,1,39,2,4749
1185,E02000001,1,39,2,2066
1186,E02000001,1,39,2,534
1187,E02000001,1,39,2,3177
1188,E02000001,1,39,2,267
1189,E02000001,1,39,2,3155
1190,E02000001,1,39,2,3890
1191,E02000001,1,39,2,3450
1192,E02000001,1,39,2,4818
1193,E02000001,1,39,2,2701
1194,E02000001,1,39,2,5204
1195,E02000001,1,39,2,1511
1196,E02000001,1,39,2,4876
1197,E02000001,1,39,2,4579
1198,E02000001,1,39,2,1754
1199,E02000001,1,39,2,1535
1200,E02000001,1,39,2,48
1201,E02000001,1,39,2,2836
1202,E02000001,1,39,2,1478
1203,E02000001,1,39,2,612
1204,E02000001,1,39,2,5261
1205,E02000001,1,39,2,345
1206,E02000001,1,39,2,1299
1207,E02000001,1,39,2,360
1208,E02000001,1,39,2,1968
1209,E02000001,1,39,2,2557
1210,E02000001,1,39,2,302
1211,E02000001,1,39,2,3822
1212,E02000001,1,39,2,5534
1213,E02000001,1,39,2,366
1214,E02000001,1,39,2,1222
1215,E02000001,1,39,2,3266
1216,E02000001,1,39,3,3793
1217,E02000001,1,39,4,1477
1218,E02000001,1,39,4,1718
1219,E02000001,1,39,4,1285
1220,E02000001,1,39,4,4690
1221,E02000001,1,39,4,1644
1222,E02000001,1,39,4,310
1223,E02000001,1,39,4,1160
1224,E02000001,1,39,4,4460
1225,E02000001,1,39,4,3114
1226,E02000001,1,39,4,1156
1227,E02000001,1,39,4,1336
1228,E02000001,1,39,4,1350
1229,E02000001,1,39,5,4598
1230,E02000001,1,39,6,4357
1231,E02000001,1,39,6,2674
1232,E02000001,1,39,6,4172
1233,E02000001,1,39,6,4656
1234,E02000001,1,39,6,78
1235,E02000001,1,39,6,555
1236,E02000001,1,39,6,3747
1237,E02000001,1,39,7,367
1238,E02000001,1,39,7,589
1239,E02000001,1,39,8,4119
1240,E02000001,1,40,2,4096
1241,E02000001,1,40,2,701
1242,E02000001,1,40,2,4365
1243,E02000001,1,40,2,1640
1244,E02000001,1,40,2,141
1245,E02000001,1,40,2,2295
1246,E02000001,1,40,2,2184
1247,E02000001,1,40,2,2654
1248,E02000001,1,40,2,5439
1249,E02000001,1,40,2,329
1250,E02000001,1,40,2,4164
1251,E02000001,1,40,2,3256
1252,E02000001,1,40,2,3167
1253,E02000001,1,40,2,5267
1254,E02000001,1,40,2,2512
1255,E02000001,1,40,2,4757
1256,E02000001,1,40,2,1318
1257,E02000001,1,40,2,1777
1258,E02000001,1,40,2,221
1259,E02000001,1,40,2,1242
1260,E02000001,1,40,2,1891
1261,E02000001,1,40,2,32
1262,E02000001,1,40,2,1156
1263,E02000001,1,40,2,4123
1264,E02000001,1,40,2,2373
1265,E02000001,1,40,2,883
1266,E02000001,1,40,2,5304
1267,E02000001,1,40,2,240
1268,E02000001,1,40,2,1077
1269,E02000001,1,40,2,5180
1270,E02000001,1,40,2,5269
1271,E02000001,1,40,2,1080
1272,E02000001,1,40,2,4430
1273,E02000001,1,40,2,857
1274,E02000001,1,40,2,3743
1275,E02000001,1,40,2,2917
1276,E02000001,1,40,2,137
1277,E02000001,1,40,3,535
1278,E02000001,1,40,3,3220
1279,E02000001,1,40,4,552
1280,E02000001,1,40,4,702
1281,E02000001,1,40,4,348
1282,E02000001,1,40,4,2979
1283,E02000001,1,40,4,3221
1284,E02000001,1,40,4,3783
1285,E02000001,1,40,4,5413
1286,E02000001,1,40,4,443
1287,E02000001,1,40,4,3208
1288,E02000001,1,40,4,4123
1289,E02000001,1,40,4,5392
1290,E02000001,1,40,4,2668
1291,E02000001,1,40,5,998
1292,E02000001,1,40,5,4080
1293,E02000001,1,40,5,3496
1294,E02000001,1,40,6,5474
1295,E02000001,1,40,6,2245
1296,E02000001,1,40,6,5174
1297,E02000001,1,40,6,1909
1298,E02000001,1,40,6,4934
1299,E02000001,1,40,6,5236
1300,E02000001,1,40,6,4806
1301,E02000001,1,40,6,2285
1302,E02000001,1,40,8,5533
1303,E02000001,1,40,8,65
1304,E02000001,1,40,8,5173
1305,E02000001,1,41,2,530
1306,E02000001,1,41,2,2900
1307,E02000001,1,41,2,3174
1308,E02000001,1,41,2,3083
1309,E02000001,1,41,2,3414
1310,E02000001,1,41,2,1771
1311,E02000001,1,41,2,4363
1312,E02000001,1,41,2,1987
1313,E02000001,1,41,2,3472
1314,E02000001,1,41,2,2558
1315,E02000001,1,41,2,4585
1316,E02000001,1,41,2,4917
1317,E02000001,1,41,2,818
1318,E02000001,1,41,2,4783
1319,E02000001,1,41,2,775
1320,E02000001,1,41,2,2336
1321,E02000001,1,41,2,446
1322,E02000001,1,41,2,3939
1323,E02000001,1,41,2,2045
1324,E02000001,1,41,2,3616
1325,E02000001,1,41,2,2845
1326,E02000001,1,41,2,3494
1327,E02000001,1,41,2,4119
1328,E02000001,1,41,2,945
1329,E02000001,1,41,2,445
1330,E02000001,1,41,2,4770
1331,E02000001,1,41,2,2849
1332,E02000001,1,41,2,1663
1333,E02000001,1,41,2,4703
1334,E02000001,1,41,2,1929
1335,E02000001,1,41,2,442
1336,E02000001,1,41,3,4132
1337,E02000001,1,41,4,2644
1338,E02000001,1,41,4,2842
1339,E02000001,1,41,4,5377
1340,E02000001,1,41,4,1875
1341,E02000001,1,41,4,4371
1342,E02000001,1,41,4,4220
1343,E02000001,1,41,4,2692
1344,E02000001,1,41,4,4224
1345,E02000001,1,41,4,2522
1346,E02000001,1,41,5,3182
1347,E02000001,1,41,5,3247
1348,E02000001,1,41,6,3895
1349,E02000001,1,41,6,2878
1350,E02000001,1,41,6,4436
1351,E02000001,1,41,6,2975
1352,E02000001,1,41,6,5509
1353,E02000001,1,41,7,1134
1354,E02000001,1,41,8,2516
1355,E02000001,1,41,8,2858
1356,E02000001,1,42,2,411
1357,E02000001,1,42,2,1869
1358,E02000001,1,42,2,4584
1359,E02000001,1,42,2,1479
1360,E02000001,1,42,2,642
1361,E02000001,1,42,2,4755
1362,E02000001,1,42,2,4638
1363,E02000001,1,42,2,4905
1364,E02000001,1,42,2,4152
1365,E02000001,1,42,2,3474
1366,E02000001,1,42,2,1638
1367,E02000001,1,42,2,1866
1368,E02000001,1,42,2,4832
1369,E02000001,1,42,2,2579
1370,E02000001,1,42,2,2188
1371,E02000001,1,42,2,4875
1372,E02000001,1,42,2,173
1373,E02000001,1,42,2,425
1374,E02000001,1,42,2,194
1375,E02000001,1,42,2,890
1376,E02000001,1,42,2,3585
1377,E02000001,1,42,2,2274
1378,E02000001,1,42,2,2238
1379,E02000001,1,42,2,3114
1380,E02000001,1,42,2,1514
1381,E02000001,1,42,2,1642
1382,E02000001,1,42,2,3587
1383,E02000001,1,42,2,1923
1384,E02000001,1,42,2,2947
1385,E02000001,1,42,2,1128
1386,E02000001,1,42,2,884
1387,E02000001,1,42,2,1654
1388,E02000001,1,42,2,3119
1389,E02000001,1,42,2,3205
1390,E02000001,1,42,2,1078
1391,E02000001,1,42,2,1700
1392,E02000001,1,42,2,4117
1393,E02000001,1,42,2,3874
1394,E02000001,1,42,2,1920
1395,E02000001,1,42,2,770
1396,E02000001,1,42,2,47
1397,E02000001,1,42,2,196
1398,E02000001,1,42,2,3830
1399,E02000001,1,42,3,2955
1400,E02000001,1,42,4,4394
1401,E02000001,1,42,4,349
1402,E02000001,1,42,4,5309
1403,E02000001,1,42,4,397
1404,E02000001,1,42,4,5524
1405,E02000001,1,42,4,2836
1406,E02000001,1,42,4,2546
1407,E02000001,1,42,4,5307
1408,E02000001,1,42,4,3215
1409,E02000001,1,42,4,1050
1410,E02000001,1,42,4,5377
1411,E02000001,1,42,4,2286
1412,E02000001,1,42,5,1264
1413,E02000001,1,42,5,3277
1414,E02000001,1,42,5,1478
1415,E02000001,1,42,5,445
1416,E02000001,1,42,5,4770
1417,E02000001,1,42,5,2849
1418,E02000001,1,42,6,719
1419,E02000001,1,42,6,1349
1420,E02000001,1,42,6,883
1421,E02000001,1,42,6,3268
1422,E02000001,1,42,6,2213
1423,E02000001,1,42,7,2853
1424,E02000001,1,42,8,4381
1425,E02000001,1,43,2,1954
1426,E02000001,1,43,2,4922
1427,E02000001,1,43,2,5240
1428,E02000001,1,43,2,44
1429,E02000001,1,43,2,663
1430,E02000001,1,43,2,2137
1431,E02000001,1,43,2,1101
1432,E02000001,1,43,2,1295
1433,E02000001,1,43,2,5483
1434,E02000001,1,43,2,4014
1435,E02000001,1,43,2,1865
1436,E02000001,1,43,2,4904
1437,E02000001,1,43,2,666
1438,E02000001,1,43,2,708
1439,E02000001,1,43,2,4325
1440,E02000001,1,43,2,4889
1441,E02000001,1,43,2,1959
1442,E02000001,1,43,2,450
1443,E02000001,1,43,2,4434
1444,E02000001,1,43,2,2170
1445,E02000001,1,43,2,1243
1446,E02000001,1,43,2,4031
1447,E02000001,1,43,2,1545
1448,E02000001,1,43,2,1912
1449,E02000001,1,43,2,1607
1450,E02000001,1,43,2,2945
1451,E02000001,1,43,2,5205
1452,E02000001,1,43,2,5413
1453,E02000001,1,43,2,4656
1454,E02000001,1,43,2,3480
1455,E02000001,1,43,2,3747
1456,E02000001,1,43,2,3215
1457,E02000001,1,43,2,2389
1458,E02000001,1,43,3,1277
1459,E02000001,1,43,3,4453
1460,E02000001,1,43,4,4599
1461,E02000001,1,43,4,10
1462,E02000001,1,43,4,453
1463,E02000001,1,43,4,1300
1464,E02000001,1,43,4,1707
1465,E02000001,1,43,4,2388
1466,E02000001,1,43,4,2666
1467,E02000001,1,43,4,1048
1468,E02000001,1,43,4,1460
1469,E02000001,1,43,4,4970
1470,E02000001,1,43,5,1663
1471,E02000001,1,43,5,1046
1472,E02000001,1,43,6,443
1473,E02000001,1,43,6,1050
1474,E02000001,1,43,6,1784
1475,E02000001,1,43,6,155
1476,E02000001,1,43,6,746
1477,E02000001,1,43,6,2947
1478,E02000001,1,43,7,738
1479,E02000001,1,43,7,555
1480,E02000001,1,43,7,686
1481,E02000001,1,43,8,1480
1482,E02000001,1,44,2,2280
1483,E02000001,1,44,2,3623
1484,E02000001,1,44,2,2107
1485,E02000001,1,44,2,1003
1486,E02000001,1,44,2,4892
1487,E02000001,1,44,2,829
1488,E02000001,1,44,2,586
1489,E02000001,1,44,2,4776
1490,E02000001,1,44,2,2093
1491,E02000001,1,44,2,4926
1492,E02000001,1,44,2,5150
1493,E02000001,1,44,2,1385
1494,E02000001,1,44,2,2899
1495,E02000001,1,44,2,2681
1496,E02000001,1,44,2,4781
1497,E02000001,1,44,2,4569
1498,E02000001,1,44,2,3462
1499,E02000001,1,44,2,1759
1500,E02000001,1,44,2,4782
1501,E02000001,1,44,2,3259
1502,E02000001,1,44,2,4154
1503,E02000001,1,44,2,3784
1504,E02000001,1,44,2,2075
1505,E02000001,1,44,2,1766
1506,E02000001,1,44,2,2091
1507,E02000001,1,44,2,3267
1508,E02000001,1,44,2,1369
1509,E02000001,1,44,2,423
1510,E02000001,1,44,2,762
1511,E02000001,1,44,2,897
1512,E02000001,1,44,2,1930
1513,E02000001,1,44,2,57
1514,E02000001,1,44,2,3208
1515,E02000001,1,44,3,5529
1516,E02000001,1,44,3,792
1517,E02000001,1,44,4,253
1518,E02000001,1,44,4,285
1519,E02000001,1,44,4,2689
1520,E02000001,1,44,4,3245
1521,E02000001,1,44,4,2618
1522,E02000001,1,44,4,796
1523,E02000001,1,44,4,3494
1524,E02000001,1,44,4,1267
1525,E02000001,1,44,4,151
1526,E02000001,1,44,4,1601
1527,E02000001,1,44,5,337
1528,E02000001,1,44,6,5133
1529,E02000001,1,44,6,5172
1530,E02000001,1,44,6,945
1531,E02000001,1,44,6,2111
1532,E02000001,1,44,6,4202
1533,E02000001,1,44,6,5446
1534,E02000001,1,44,7,3464
1535,E02000001,1,44,7,3972
1536,E02000001,1,44,7,1775
1537,E02000001,1,44,8,1929
1538,E02000001,1,45,2,2251
1539,E02000001,1,45,2,3818
1540,E02000001,1,45,2,1266
1541,E02000001,1,45,2,2202
1542,E02000001,1,45,2,3634
1543,E02000001,1,45,2,1187
1544,E02000001,1,45,2,935
1545,E02000001,1,45,2,182
1546,E02000001,1,45,2,1689
1547,E02000001,1,45,2,979
1548,E02000001,1,45,2,996
1549,E02000001,1,45,2,544
1550,E02000001,1,45,2,2324
1551,E02000001,1,45,2,5321
1552,E02000001,1,45,2,1304
1553,E02000001,1,45,2,776
1554,E02000001,1,45,2,50
1555,E02000001,1,45,2,4437
1556,E02000001,1,45,2,1523
1557,E02000001,1,45,2,202
1558,E02000001,1,45,2,3856
1559,E02000001,1,45,2,1181
1560,E02000001,1,45,2,187
1561,E02000001,1,45,2,166
1562,E02000001,1,45,2,3275
1563,E02000001,1,45,2,2666
1564,E02000001,1,45,2,5218
1565,E02000001,1,45,2,2285
1566,E02000001,1,45,2,326
1567,E02000001,1,45,2,2111
1568,E02000001,1,45,2,1480
1569,E02000001,1,45,2,1220
1570,E02000001,1,45,2,3643
1571,E02000001,1,45,2,4807
1572,E02000001,1,45,2,5281
1573,E02000001,1,45,2,4050
1574,E02000001,1,45,2,3941
1575,E02000001,1,45,2,507
1576,E02000001,1,45,2,2659
1577,E02000001,1,45,2,3564
1578,E02000001,1,45,2,3130
1579,E02000001,1,45,2,3282
1580,E02000001,1,45,2,3916
1581,E02000001,1,45,2,893
1582,E02000001,1,45,2,31
1583,E02000001,1,45,2,784
1584,E02000001,1,45,2,5424
1585,E02000001,1,45,3,2287
1586,E02000001,1,45,3,358
1587,E02000001,1,45,3,5384
1588,E02000001,1,45,4,5532
1589,E02000001,1,45,4,541
1590,E02000001,1,45,4,1745
1591,E02000001,1,45,4,1081
1592,E02000001,1,45,4,1543
1593,E02000001,1,45,4,4791
1594,E02000001,1,45,4,866
1595,E02000001,1,45,4,1398
1596,E02000001,1,45,4,305
1597,E02000001,1,45,4,3833
1598,E02000001,1,45,4,1220
1599,E02000001,1,45,4,3643
1600,E02000001,1,45,4,5529
1601,E02000001,1,45,5,335
1602,E02000001,1,45,5,2086
1603,E02000001,1,45,5,240
1604,E02000001,1,45,5,5252
1605,E02000001,1,45,6,3263
1606,E02000001,1,45,6,4745
1607,E02000001,1,45,6,2178
1608,E02000001,1,45,6,884
1609,E02000001,1,45,6,1054
1610,E02000001,1,45,6,4689
1611,E02000001,1,45,7,2936
1612,E02000001,1,45,7,1198
1613,E02000001,1,46,2,2559
1614,E02000001,1,46,2,401
1615,E02000001,1,46,2,4794
1616,E02000001,1,46,2,966
1617,E02000001,1,46,2,5320
1618,E02000001,1,46,2,886
1619,E02000001,1,46,2,2584
1620,E02000001,1,46,2,2533
1621,E02000001,1,46,2,4048
1622,E02000001,1,46,2,524
1623,E02000001,1,46,2,4951
1624,E02000001,1,46,2,3428
1625,E02000001,1,46,2,527
1626,E02000001,1,46,2,1334
1627,E02000001,1,46,2,669
1628,E02000001,1,46,2,2851
1629,E02000001,1,46,2,2595
1630,E02000001,1,46,2,5196
1631,E02000001,1,46,2,685
1632,E02000001,1,46,2,4654
1633,E02000001,1,46,2,5169
1634,E02000001,1,46,2,317
1635,E02000001,1,46,2,1273
1636,E02000001,1,46,2,5286
1637,E02000001,1,46,2,1928
1638,E02000001,1,46,2,3137
1639,E02000001,1,46,2,1282
1640,E02000001,1,46,2,132
1641,E02000001,1,46,2,5445
1642,E02000001,1,46,2,852
1643,E02000001,1,46,2,3783
1644,E02000001,1,46,2,796
1645,E02000001,1,46,2,151
1646,E02000001,1,46,2,1601
1647,E02000001,1,46,2,121
1648,E02000001,1,46,2,1329
1649,E02000001,1,46,2,5448
1650,E02000001,1,46,2,4169
1651,E02000001,1,46,2,1241
1652,E02000001,1,46,2,4426
1653,E02000001,1,46,2,1850
1654,E02000001,1,46,2,1906
1655,E02000001,1,46,2,1218
1656,E02000001,1,46,2,3812
1657,E02000001,1,46,2,2161
1658,E02000001,1,46,2,2880
1659,E02000001,1,46,2,5313
1660,E02000001,1,46,2,654
1661,E02000001,1,46,2,3207
1662,E02000001,1,46,2,193
1663,E02000001,1,46,2,1338
1664,E02000001,1,46,2,3619
1665,E02000001,1,46,2,5256
1666,E02000001,1,46,2,61
1667,E02000001,1,46,2,2915
1668,E02000001,1,46,2,4613
1669,E02000001,1,46,3,3091
1670,E02000001,1,46,4,3139
1671,E02000001,1,46,4,1731
1672,E02000001,1,46,4,2958
1673,E02000001,1,46,4,4705
1674,E02000001,1,46,4,1234
1675,E02000001,1,46,4,2535
1676,E02000001,1,46,4,2523
1677,E02000001,1,46,4,2389
1678,E02000001,1,46,4,326
1679,E02000001,1,46,4,751
1680,E02000001,1,46,4,3587
1681,E02000001,1,46,4,1281
1682,E02000001,1,46,4,4012
1683,E02000001,1,46,4,2547
1684,E02000001,1,46,4,2112
1685,E02000001,1,46,4,4657
1686,E02000001,1,46,4,1241
1687,E02000001,1,46,4,1328
1688,E02000001,1,46,4,278
1689,E02000001,1,46,5,689
1690,E02000001,1,46,6,2193
1691,E02000001,1,46,6,1054
1692,E02000001,1,46,6,161
1693,E02000001,1,46,6,1654
1694,E02000001,1,46,6,1943
1695,E02000001,1,46,6,4426
1696,E02000001,1,46,6,2507
1697,E02000001,1,46,6,1299
1698,E02000001,1,46,6,4807
1699,E02000001,1,46,7,5390
1700,E02000001,1,46,7,3499
1701,E02000001,1,46,7,4233
1702,E02000001,1,46,7,2213
1703,E02000001,1,46,8,3803
1704,E02000001,1,46,8,3119
1705,E02000001,1,46,8,5281
1706,E02000001,1,46,8,1724
1707,E02000001,1,47,2,1051
1708,E02000001,1,47,2,1790
1709,E02000001,1,47,2,613
1710,E02000001,1,47,2,4161
1711,E02000001,1,47,2,2962
1712,E02000001,1,47,2,2637
1713,E02000001,1,47,2,4355
1714,E02000001,1,47,2,1727
1715,E02000001,1,47,2,2228
1716,E02000001,1,47,2,12
