HID,Area,LC4402_C_TYPACCOM,QS420_CELL,LC4402_C_TENHUK11,LC4408_C_AHTHUK11,CommunalSize,LC4404_C_SIZHUK11,LC4404_C_ROOMS,LC4405EW_C_BEDROOMS,LC4408EW_C_PPBROOMHEW11,LC4402_C_CENHEATHUK11,LC4605_C_NSSEC,LC4202_C_ETHHUK11,LC4202_C_CARSNO
197,E00000003,5,-2,3,2,-2,3,6,3,-1,2,1,2,2
3089,E00000027,5,-2,2,1,-2,1,6,2,-1,1,2,2,1
3327,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
648,E00000010,5,-2,5,3,-2,4,4,2,-1,2,3,2,3
2238,E00000023,5,-2,6,2,-2,2,5,2,-1,2,1,2,3
581,E00000007,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
891,E00000013,5,-2,6,3,-2,2,3,1,-1,2,6,2,1
779,E00000012,5,-2,6,1,-2,1,1,1,-1,2,5,6,1
3241,E00000027,5,-2,6,2,-2,2,3,1,-1,1,1,2,1
2364,E00000024,5,-2,6,2,-2,2,4,2,-1,2,1,2,3
3076,E00000027,5,-2,2,2,-2,2,2,1,-1,2,2,2,1
4790,E00166757,5,-2,2,2,-2,2,5,2,-1,2,4,2,1
4767,E00166757,5,-2,2,1,-2,1,3,2,-1,2,1,6,2
461,E00000005,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1073,E00000016,5,-2,2,1,-2,1,2,1,-1,2,1,2,3
843,E00000013,5,-2,3,1,-2,1,2,1,-1,2,4,2,2
1300,E00000017,5,-2,2,2,-2,2,6,3,-1,2,2,2,2
1422,E00000017,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
2347,E00000024,5,-2,6,5,-2,3,3,3,-1,2,1,6,1
1481,E00000018,4,-2,2,2,-2,2,5,3,-1,2,1,4,1
3217,E00000027,5,-2,6,3,-2,2,2,1,-1,2,2,4,1
2073,E00000022,5,-2,3,2,-2,2,4,2,-1,2,2,2,1
5547,E00166759,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4625,E00166756,5,-2,6,1,-2,1,1,1,-1,2,2,2,1
3055,E00000026,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
5493,E00166759,5,-2,6,1,-2,1,2,1,-1,2,1,6,1
8,E00000001,5,-2,2,1,-2,1,5,2,-1,2,1,2,2
1813,E00000020,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
2675,E00000025,5,-2,6,5,-2,2,4,2,-1,2,2,4,1
1798,E00000020,5,-2,6,3,-2,2,4,2,-1,2,3,2,1
3671,E00000029,5,-2,6,5,-2,2,4,2,-1,2,7,6,1
3535,E00000028,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
1904,E00000021,5,-2,3,1,-2,1,3,2,-1,2,2,4,1
1986,E00000021,5,-2,6,1,-2,1,4,2,-1,2,4,4,1
2436,E00000024,-2,-2,-1,-1,-2,0,4,2,-1,1,-1,-1,1
1469,E00000018,4,-2,2,1,-2,1,4,1,-1,2,2,2,1
744,E00000012,5,-2,5,2,-2,2,3,1,-1,2,2,2,1
3125,E00000027,5,-2,3,1,-2,1,3,2,-1,2,1,4,1
2289,E00000024,5,-2,5,5,-2,2,4,2,-1,2,2,2,1
1528,E00000018,5,-2,5,1,-2,1,4,1,-1,2,2,4,2
1731,E00000020,5,-2,3,2,-2,2,2,1,-1,2,2,2,3
2952,E00000026,5,-2,6,3,-2,2,3,2,-1,2,1,4,1
4429,E00166755,5,-2,6,5,-2,2,4,1,-1,2,2,2,1
1265,E00000017,5,-2,2,1,-2,1,1,1,-1,2,3,2,2
2296,E00000024,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
484,E00000007,5,-2,2,1,-2,1,3,1,-1,2,1,4,3
4990,E00166757,-2,-2,-1,-1,-2,0,2,2,-1,2,-1,-1,1
220,E00000003,5,-2,6,5,-2,3,6,3,-1,2,1,2,2
1069,E00000016,5,-2,2,1,-2,1,2,1,-1,2,6,2,1
4490,E00166755,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
2352,E00000024,5,-2,6,1,-2,1,4,2,-1,2,1,2,1
4533,E00166755,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
5079,E00166757,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
3115,E00000027,5,-2,3,2,-2,2,2,1,-1,2,2,2,1
1970,E00000021,5,-2,6,5,-2,2,3,1,-1,2,1,6,1
4090,E00000035,5,-2,2,1,-2,1,1,1,-1,2,1,2,1
4738,E00166756,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
435,E00000005,5,-2,6,5,-2,3,3,2,-1,2,1,5,1
1308,E00000017,5,-2,2,2,-2,2,6,4,-1,2,1,6,1
2268,E00000024,5,-2,3,1,-2,1,2,1,-1,2,1,2,2
5189,E00166758,5,-2,2,1,-2,1,4,1,-1,2,1,5,2
4087,E00000032,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
3165,E00000027,4,-2,6,1,-2,1,2,1,-1,2,2,6,1
3122,E00000027,5,-2,3,1,-2,1,3,1,-1,2,2,4,1
593,E00000010,5,-2,3,1,-2,1,2,1,-1,2,1,5,1
5259,E00166758,5,-2,3,5,-2,2,3,1,-1,2,2,4,2
2584,E00000025,5,-2,6,1,-2,1,3,1,-1,2,1,2,1
3828,E00000030,5,-2,5,2,-2,4,5,2,-1,2,1,2,3
651,E00000010,5,-2,6,1,-2,1,1,1,-1,2,5,6,2
1500,E00000018,5,-2,3,1,-2,1,3,1,-1,2,2,2,1
2082,E00000022,5,-2,3,4,-2,2,4,2,-1,2,2,2,1
361,E00000005,5,-2,3,2,-2,3,4,2,-1,2,1,2,2
4124,E00000035,5,-2,3,1,-2,1,4,1,-1,2,2,4,1
1522,E00000018,5,-2,3,2,-2,2,6,3,-1,2,2,2,2
1376,E00000017,5,-2,6,1,-2,1,1,1,-1,2,1,2,1
2918,E00000026,5,-2,6,3,-2,2,2,1,-1,1,1,4,1
709,E00000012,5,-2,5,1,-2,1,2,1,-1,2,6,2,1
3620,E00000029,5,-2,5,2,-2,4,6,3,-1,2,6,2,2
4691,E00166756,5,-2,6,5,-2,2,3,2,-1,2,1,4,1
2705,E00000025,5,-2,6,5,-2,4,6,4,-1,2,1,5,1
1333,E00000017,5,-2,3,1,-2,1,5,3,-1,2,2,2,2
1882,E00000021,5,-2,2,1,-2,1,6,4,-1,2,3,2,1
3420,E00000028,5,-2,6,1,-2,1,1,1,-1,2,9,2,1
4176,E00000035,5,-2,6,1,-2,1,3,1,-1,2,2,2,1
3679,E00000029,5,-2,6,2,-2,4,5,3,-1,1,1,2,2
4151,E00000035,5,-2,6,1,-2,1,2,1,-1,2,2,2,2
3188,E00000027,5,-2,6,1,-2,1,2,1,-1,2,2,4,1
1274,E00000017,5,-2,2,2,-2,2,4,3,-1,2,1,2,3
1742,E00000020,5,-2,3,2,-2,2,3,2,-1,2,1,2,2
2994,E00000026,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
3503,E00000028,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2770,E00000025,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1
2221,E00000023,5,-2,5,1,-2,1,5,2,-1,2,3,2,1
792,E00000012,5,-2,6,5,-2,2,3,1,-1,2,2,6,1
3514,E00000028,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
4296,E00000035,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1589,E00000019,5,-2,2,1,-2,1,3,2,-1,2,2,8,1
4522,E00166755,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
3992,E00000032,5,-2,5,1,-2,1,3,2,-1,2,7,6,1
4405,E00166755,5,-2,6,5,-2,2,3,1,-1,2,6,4,1
4170,E00000035,5,-2,6,3,-2,2,2,1,-1,2,1,4,1
3473,E00000028,5,-2,6,1,-2,1,3,1,-1,2,1,6,1
3573,E00000029,5,-2,3,2,-2,2,4,2,-1,2,2,2,2
382,E00000005,5,-2,5,4,-2,2,5,3,-1,2,7,2,2
882,E00000013,5,-2,6,3,-2,2,2,1,-1,2,1,2,1
918,E00000013,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
4278,E00000035,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3137,E00000027,4,-2,3,2,-2,2,6,4,-1,2,1,2,1
2428,E00000024,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2302,E00000024,5,-2,6,1,-2,1,2,1,-1,2,1,3,1
5511,E00166759,5,-2,6,1,-2,1,4,1,-1,2,4,2,1
3558,E00000029,5,-2,2,1,-2,1,2,1,-1,2,1,5,1
2065,E00000022,5,-2,2,4,-2,3,5,3,-1,2,1,2,2
4910,E00166757,5,-2,6,1,-2,1,3,2,-1,1,3,2,1
27,E00000001,5,-2,2,2,-2,2,5,3,-1,2,1,2,1
2656,E00000025,5,-2,6,1,-2,1,4,3,-1,2,4,2,1
3303,E00000027,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3766,E00000030,5,-2,5,1,-2,1,2,1,-1,2,3,2,1
3458,E00000028,5,-2,6,1,-2,1,3,1,-1,1,2,2,1
5141,E00166758,5,-2,2,1,-2,1,3,1,-1,2,2,2,1
142,E00000003,5,-2,2,1,-2,1,6,3,-1,2,1,2,2
2870,E00000026,2,-2,3,1,-2,1,4,1,-1,2,1,5,2
1270,E00000017,5,-2,2,1,-2,1,4,3,-1,2,1,2,2
2746,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1631,E00000019,5,-2,5,1,-2,1,4,1,-1,2,2,2,1
2945,E00000026,5,-2,6,2,-2,2,3,1,-1,2,1,2,3
3552,E00000028,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4366,E00166755,5,-2,6,1,-2,1,2,1,-1,2,2,4,1
5071,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1687,E00000020,5,-2,2,4,-2,3,2,1,-1,2,1,2,2
498,E00000007,5,-2,2,2,-2,2,6,2,-1,2,2,2,2
3195,E00000027,5,-2,6,1,-2,1,2,1,-1,2,1,5,1
1910,E00000021,5,-2,3,3,-2,2,3,2,-1,2,1,2,3
4667,E00166756,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
154,E00000003,5,-2,2,2,-2,2,6,3,-1,2,2,2,2
4693,E00166756,5,-2,6,3,-2,3,3,2,-1,2,1,2,1
1120,E00000016,5,-2,2,2,-2,2,4,2,-1,2,2,2,1
3010,E00000026,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
749,E00000012,5,-2,5,2,-2,2,3,1,-1,2,3,4,2
4726,E00166756,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
3940,E00000031,5,-2,6,5,-2,2,3,1,-1,2,2,4,1
3376,E00000027,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
4362,E00166755,5,-2,6,1,-2,1,2,1,-1,2,6,3,1
3929,E00000031,5,-2,5,3,-2,4,4,2,-1,2,7,8,1
1746,E00000020,5,-2,3,3,-2,3,3,2,-1,2,2,2,3
4562,E00166756,5,-2,2,1,-2,1,1,1,-1,2,1,2,2
5242,E00166758,5,-2,3,1,-2,1,3,1,-1,2,4,2,2
1150,E00000016,5,-2,3,1,-2,1,3,1,-1,2,5,2,1
1819,E00000020,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3520,E00000028,-2,-2,-1,-1,-2,0,3,1,-1,1,-1,-1,1
909,E00000013,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1930,E00000021,5,-2,3,2,-2,4,6,2,-1,2,2,2,1
620,E00000010,5,-2,5,1,-2,1,2,1,-1,2,2,2,2
2045,E00000022,5,-2,2,2,-2,2,3,2,-1,2,4,6,2
3869,E00000031,5,-2,2,3,-2,2,3,1,-1,2,9,2,1
2771,E00000025,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
4357,E00166755,2,-2,6,1,-2,1,2,1,-1,2,2,6,1
4647,E00166756,5,-2,6,1,-2,1,1,1,-1,2,2,4,2
74,E00000001,5,-2,5,2,-2,3,4,2,-1,2,3,2,1
5477,E00166759,5,-2,6,1,-2,1,1,1,-1,2,2,4,1
4453,E00166755,5,-2,6,5,-2,2,5,2,-1,2,9,2,2
213,E00000003,5,-2,6,1,-2,1,5,1,-1,2,1,2,1
5310,E00166758,5,-2,6,2,-2,3,3,1,-1,2,2,2,2
2711,E00000025,-2,-2,-1,-1,-2,0,6,2,-1,1,-1,-1,1
2202,E00000023,5,-2,5,1,-2,1,4,2,-1,2,4,6,1
5146,E00166758,5,-2,2,1,-2,1,3,1,-1,2,3,2,1
289,E00000005,5,-2,2,1,-2,1,4,1,-1,2,2,2,1
999,E00000014,5,-2,5,1,-2,1,2,1,-1,2,8,2,1
922,E00000013,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4819,E00166757,5,-2,3,4,-2,2,4,3,-1,1,2,4,2
1057,E00000014,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2797,E00000025,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
4155,E00000035,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
3937,E00000031,5,-2,6,1,-2,1,3,1,-1,2,2,7,1
12,E00000001,5,-2,2,1,-2,1,5,3,-1,2,1,2,1
518,E00000007,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
4961,E00166757,5,-2,6,1,-2,1,4,2,-1,2,9,6,1
4849,E00166757,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
2970,E00000026,5,-2,6,5,-2,2,4,1,-1,2,2,4,1
2676,E00000025,5,-2,6,5,-2,2,4,2,-1,2,1,8,1
492,E00000007,5,-2,2,2,-2,2,4,2,-1,2,1,6,2
5032,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4743,E00166757,5,-2,2,1,-2,1,2,1,-1,2,1,2,2
2102,E00000022,5,-2,5,4,-2,2,3,2,-1,2,2,4,1
2543,E00000025,5,-2,3,1,-2,1,4,2,-1,2,1,2,2
533,E00000007,5,-2,6,1,-2,1,3,2,-1,2,9,2,1
1125,E00000016,5,-2,2,2,-2,3,4,2,-1,2,2,2,1
3516,E00000028,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
2037,E00000021,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
748,E00000012,5,-2,5,2,-2,2,3,1,-1,2,5,4,1
537,E00000007,5,-2,6,1,-2,1,3,2,-1,2,2,5,1
374,E00000005,5,-2,5,1,-2,1,3,2,-1,2,1,2,1
455,E00000005,5,-2,6,3,-2,3,5,3,-1,2,1,2,1
2317,E00000024,4,-2,6,1,-2,1,3,1,-1,2,9,4,1
99,E00000001,-2,-2,-1,-1,-2,0,6,1,-1,2,-1,-1,1
2014,E00000021,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
344,E00000005,5,-2,3,2,-2,2,3,1,-1,2,4,2,2
378,E00000005,5,-2,5,4,-2,2,3,2,-1,2,7,2,1
2937,E00000026,5,-2,6,1,-2,1,3,1,-1,2,1,8,1
148,E00000003,5,-2,2,1,-2,1,6,4,-1,2,2,2,2
5350,E00166758,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
1421,E00000017,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1
5111,E00166757,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1
3080,E00000027,5,-2,2,2,-2,2,3,2,-1,2,1,2,1
3959,E00000032,5,-2,5,3,-2,2,1,1,-1,2,7,2,1
433,E00000005,5,-2,6,5,-2,2,3,2,-1,2,1,2,2
1732,E00000020,5,-2,3,2,-2,3,2,1,-1,2,2,4,1
166,E00000003,5,-2,2,2,-2,2,6,4,-1,2,2,2,2
4503,E00166755,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4710,E00166756,-2,34,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1
5031,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1298,E00000017,5,-2,2,1,-2,1,6,4,-1,2,1,4,1
975,E00000014,5,-2,5,1,-2,1,1,1,-1,2,2,6,1
2916,E00000026,5,-2,6,2,-2,2,2,1,-1,2,1,8,1
4401,E00166755,5,-2,6,2,-2,2,3,1,-1,2,1,2,3
192,E00000003,5,-2,3,2,-2,2,6,3,-1,2,1,2,1
393,E00000005,5,-2,6,1,-2,1,2,1,-1,2,1,6,1
1972,E00000021,5,-2,6,3,-2,2,3,2,-1,2,1,4,1
4716,E00166756,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3337,E00000027,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
682,E00000012,5,-2,2,5,-2,2,4,3,-1,2,2,2,1
3546,E00000028,-2,-2,-1,-1,-2,0,3,1,-1,1,-1,-1,1
3852,E00000030,5,-2,6,5,-2,2,4,2,-1,2,5,2,2
209,E00000003,5,-2,6,1,-2,1,4,3,-1,2,1,6,1
1473,E00000018,4,-2,2,1,-2,1,4,2,-1,2,1,2,2
1586,E00000019,5,-2,2,1,-2,1,3,2,-1,2,6,2,2
1216,E00000016,5,-2,6,2,-2,2,2,1,-1,2,2,4,1
4682,E00166756,5,-2,6,1,-2,1,3,2,-1,2,2,4,1
5083,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
5205,E00166758,5,-2,2,2,-2,2,4,2,-1,2,2,2,1
2041,E00000022,5,-2,2,1,-2,1,2,2,-1,2,2,5,1
2996,E00000026,-2,-2,-1,-1,-2,0,5,1,-1,1,-1,-1,1
2809,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
2412,E00000024,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4602,E00166756,5,-2,3,2,-2,2,2,1,-1,2,9,6,1
3393,E00000028,5,-2,2,2,-2,2,2,1,-1,2,1,5,1
3415,E00000028,5,-2,6,1,-2,1,1,1,-1,1,2,4,1
1307,E00000017,5,-2,2,2,-2,2,6,4,-1,2,1,4,2
3723,E00000029,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
2815,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
4433,E00166755,5,-2,6,2,-2,2,4,2,-1,2,4,6,2
1963,E00000021,5,-2,6,1,-2,1,3,2,-1,2,4,4,1
1890,E00000021,5,-2,3,2,-2,2,2,1,-1,2,2,2,1
645,E00000010,5,-2,5,2,-2,3,3,1,-1,2,3,2,1
4346,E00166755,5,-2,3,2,-2,2,6,4,-1,2,1,4,1
4538,E00166755,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
940,E00000014,5,-2,2,3,-2,2,2,1,-1,2,1,3,1
1415,E00000017,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
290,E00000005,5,-2,2,1,-2,1,4,1,-1,2,2,2,1
1160,E00000016,5,-2,3,2,-2,2,3,2,-1,2,1,2,3
642,E00000010,5,-2,5,1,-2,1,3,1,-1,2,2,7,1
3174,E00000027,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
2583,E00000025,5,-2,6,1,-2,1,3,1,-1,1,7,2,1
3073,E00000027,5,-2,2,1,-2,1,2,1,-1,2,2,3,1
2927,E00000026,5,-2,6,1,-2,1,3,1,-1,2,1,2,1
259,E00000005,5,-2,2,1,-2,1,3,1,-1,2,2,2,1
3517,E00000028,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1552,E00000018,5,-2,6,4,-2,2,4,3,-1,2,1,4,1
2417,E00000024,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
3181,E00000027,5,-2,6,1,-2,1,2,1,-1,2,2,2,2
585,E00000010,5,-2,2,1,-2,1,2,1,-1,2,2,3,1
4755,E00166757,5,-2,2,1,-2,1,3,1,-1,2,4,2,3
2346,E00000024,5,-2,6,5,-2,2,3,2,-1,2,2,6,1
3141,E00000027,4,-2,5,1,-2,1,2,1,-1,1,3,7,1
5537,E00166759,5,-2,6,5,-2,3,5,1,-1,2,1,4,1
2390,E00000024,5,-2,6,5,-2,4,6,4,-1,2,1,2,1
4943,E00166757,5,-2,6,2,-2,2,3,2,-1,2,1,2,3
5221,E00166758,5,-2,2,5,-2,2,5,3,-1,2,1,2,1
2203,E00000023,5,-2,5,1,-2,1,4,3,-1,2,7,3,1
5182,E00166758,5,-2,2,4,-2,2,3,2,-1,2,2,2,1
2395,E00000024,-2,34,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1
3759,E00000030,5,-2,5,1,-2,1,1,1,-1,2,7,2,2
4652,E00166756,5,-2,6,1,-2,1,1,1,-1,2,1,7,1
4672,E00166756,5,-2,6,3,-2,2,2,1,-1,2,2,4,1
4410,E00166755,3,-2,6,5,-2,2,3,2,-1,2,1,4,1
328,E00000005,5,-2,3,3,-2,2,2,1,-1,2,4,2,2
5344,E00166758,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
4232,E00000035,5,-2,6,5,-2,2,5,1,-1,2,2,4,1
4449,E00166755,5,-2,6,1,-2,1,5,2,-1,2,3,2,2
2096,E00000022,5,-2,5,1,-2,1,1,1,-1,2,5,2,1
1282,E00000017,5,-2,2,2,-2,2,5,2,-1,2,4,2,2
57,E00000001,5,-2,3,2,-2,2,5,2,-1,2,1,2,2
132,E00000003,5,-2,2,2,-2,2,5,3,-1,2,1,2,2
3083,E00000027,5,-2,2,1,-2,1,4,2,-1,2,2,6,1
5085,E00166757,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
3191,E00000027,5,-2,6,1,-2,1,2,1,-1,2,2,4,1
3748,E00000030,5,-2,3,5,-2,2,3,1,-1,2,5,8,1
2330,E00000024,5,-2,6,1,-2,1,3,2,-1,2,2,3,1
1264,E00000017,5,-2,2,1,-2,1,1,1,-1,2,1,2,2
4834,E00166757,5,-2,6,1,-2,1,2,1,-1,1,2,6,1
4216,E00000035,5,-2,6,2,-2,2,4,2,-1,1,1,2,1
102,E00000001,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
5571,E00166759,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
54,E00000001,5,-2,3,1,-2,1,5,3,-1,2,1,2,2
2114,E00000022,5,-2,5,2,-2,2,4,2,-1,2,3,6,1
2293,E00000024,5,-2,6,1,-2,1,2,1,-1,1,2,6,1
5445,E00166759,5,-2,3,2,-2,3,4,2,-1,2,1,2,1
3351,E00000027,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
2818,E00000025,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
1118,E00000016,5,-2,2,2,-2,2,4,1,-1,2,1,4,1
129,E00000003,5,-2,2,1,-2,1,5,3,-1,2,1,6,1
661,E00000010,5,-2,6,5,-2,2,5,4,-1,2,1,4,1
956,E00000014,5,-2,3,1,-2,1,2,1,-1,2,3,4,1
2439,E00000024,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
5364,E00166758,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3634,E00000029,5,-2,6,1,-2,1,2,1,-1,2,3,2,1
852,E00000013,5,-2,3,3,-2,2,3,2,-1,2,2,2,2
3006,E00000026,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3206,E00000027,5,-2,6,2,-2,2,2,1,-1,2,2,4,1
5208,E00166758,5,-2,2,2,-2,2,4,3,-1,2,1,2,1
4460,E00166755,5,-2,6,3,-2,2,6,1,-1,2,1,6,1
4518,E00166755,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
1475,E00000018,4,-2,2,2,-2,2,4,1,-1,2,4,6,3
4064,E00000032,5,-2,5,2,-2,4,5,3,-1,2,5,2,1
1878,E00000021,5,-2,2,2,-2,3,4,2,-1,2,1,2,1
5474,E00166759,5,-2,6,1,-2,1,1,1,-1,2,9,3,1
4702,E00166756,5,-2,6,2,-2,2,4,2,-1,2,4,3,1
1553,E00000018,5,-2,6,3,-2,3,4,3,-1,2,1,2,3
4638,E00166756,5,-2,6,1,-2,1,1,1,-1,2,2,4,1
3448,E00000028,5,-2,6,2,-2,2,2,1,-1,2,9,2,1
2501,E00000025,5,-2,2,2,-2,2,2,1,-1,2,1,2,2
3783,E00000030,5,-2,5,2,-2,4,2,2,-1,2,4,2,2
907,E00000013,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1006,E00000014,5,-2,5,1,-2,1,2,1,-1,2,6,7,1
3004,E00000026,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
126,E00000003,5,-2,2,1,-2,1,5,3,-1,2,1,2,2
4905,E00166757,5,-2,6,1,-2,1,3,1,-1,2,2,6,1
238,E00000003,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1
5376,E00166759,5,-2,2,1,-2,1,1,1,-1,2,1,6,2
1035,E00000014,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
1043,E00000014,5,-2,6,1,-2,1,2,1,-1,2,1,6,1
2745,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,1,-1,-1,1
4477,E00166755,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
1382,E00000017,5,-2,6,2,-2,2,2,1,-1,2,9,6,1
1367,E00000017,5,-2,5,1,-2,1,6,1,-1,2,2,2,2
141,E00000003,5,-2,2,1,-2,1,6,3,-1,2,1,2,2
2866,E00000026,5,-2,3,1,-2,1,3,2,-1,2,2,4,2
3504,E00000028,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
3912,E00000031,5,-2,5,1,-2,1,4,1,-1,2,5,2,1
4134,E00000035,5,-2,3,2,-2,3,4,2,-1,2,2,2,3
4348,E00166755,5,-2,5,4,-2,2,2,1,-1,2,6,7,2
869,E00000013,5,-2,6,1,-2,1,1,1,-1,2,2,2,1
4598,E00166756,5,-2,3,1,-2,1,2,1,-1,2,2,2,1
4510,E00166755,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2905,E00000026,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
2515,E00000025,5,-2,2,2,-2,2,4,1,-1,2,4,2,1
2131,E00000022,5,-2,5,3,-2,4,4,2,-1,2,6,6,1
5028,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1135,E00000016,5,-2,2,2,-2,2,5,3,-1,2,4,2,1
2295,E00000024,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
1513,E00000018,5,-2,3,2,-2,3,4,2,-1,2,3,4,2
1234,E00000016,5,-2,6,3,-2,2,3,1,-1,2,1,4,1
2794,E00000025,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4692,E00166756,5,-2,6,5,-2,2,3,2,-1,2,2,7,1
5223,E00166758,5,-2,2,2,-2,4,5,3,-1,2,1,2,3
3957,E00000032,5,-2,5,1,-2,1,1,1,-1,2,2,7,1
1535,E00000018,5,-2,6,2,-2,2,2,1,-1,2,2,2,1
1733,E00000020,5,-2,3,1,-2,1,3,1,-1,2,8,2,1
4547,E00166755,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3114,E00000027,5,-2,3,2,-2,2,2,1,-1,2,1,2,1
4688,E00166756,5,-2,6,2,-2,2,3,2,-1,2,9,2,1
127,E00000003,5,-2,2,1,-2,1,5,3,-1,2,1,2,2
793,E00000012,5,-2,6,2,-2,2,3,2,-1,2,1,2,1
