HID,Area,LC4402_C_TYPACCOM,QS420_CELL,LC4402_C_TENHUK11,LC4408_C_AHTHUK11,CommunalSize,LC4404_C_SIZHUK11,LC4404_C_ROOMS,LC4405EW_C_BEDROOMS,LC4408EW_C_PPBROOMHEW11,LC4402_C_CENHEATHUK11,LC4605_C_NSSEC,LC4202_C_ETHHUK11,LC4202_C_CARSNO,HRPID,FILLED
3279,E00000027,5,-2,6,1,-2,1,6,4,-1,2,3,4,1,4374,True
4974,E00166757,5,-2,6,5,-2,2,4,2,-1,2,1,8,1,381,False
3410,E00000028,5,-2,3,1,-2,1,3,1,-1,2,1,4,2,5768,True
234,E00000003,-2,-2,-1,-1,-2,0,5,3,-1,2,-1,-1,1,-1,False
4221,E00000035,5,-2,6,3,-2,2,4,2,-1,1,2,2,2,2058,True
4838,E00166757,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,4496,True
2310,E00000024,5,-2,6,1,-2,1,2,1,-1,2,1,8,1,2066,True
2301,E00000024,5,-2,6,1,-2,1,2,1,-1,2,2,2,2,3293,True
4292,E00000035,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
5479,E00166759,5,-2,6,1,-2,1,1,1,-1,2,2,4,1,5935,True
608,E00000010,5,-2,5,1,-2,1,1,1,-1,2,8,2,1,771,True
4273,E00000035,-2,-2,-1,-1,-2,0,5,1,-1,2,-1,-1,1,-1,False
603,E00000010,5,-2,3,2,-2,2,4,2,-1,2,2,2,1,5216,True
497,E00000007,5,-2,2,4,-2,2,5,2,-1,2,1,6,1,750,True
553,E00000007,5,-2,6,1,-2,1,4,3,-1,2,3,4,1,5102,True
5454,E00166759,5,-2,5,1,-2,1,3,1,-1,2,2,2,1,5363,True
4578,E00166756,5,-2,2,1,-2,1,3,2,-1,2,1,6,1,5380,True
1740,E00000020,5,-2,3,3,-2,2,3,1,-1,2,2,2,1,2951,True
1096,E00000016,5,-2,2,5,-2,2,3,1,-1,1,2,4,1,4703,False
2129,E00000022,5,-2,5,4,-2,3,4,2,-1,2,8,4,1,5304,True
1378,E00000017,5,-2,6,1,-2,1,1,1,-1,2,2,4,3,2710,True
3824,E00000030,5,-2,5,2,-2,3,5,3,-1,2,2,7,1,5701,True
1577,E00000018,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
5295,E00166758,5,-2,6,1,-2,1,3,2,-1,2,2,4,1,4586,True
5033,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
1493,E00000018,4,-2,2,2,-2,3,6,4,-1,2,4,2,1,956,True
1036,E00000014,5,-2,6,1,-2,1,2,1,-1,2,9,2,1,666,True
2908,E00000026,5,-2,6,1,-2,1,2,1,-1,2,1,4,1,2490,True
2159,E00000023,5,-2,2,1,-2,1,4,3,-1,2,4,2,1,4497,True
3670,E00000029,5,-2,6,1,-2,1,4,2,-1,2,9,2,1,4252,True
2821,E00000025,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
655,E00000010,5,-2,6,3,-2,2,2,1,-1,2,6,4,2,2449,True
887,E00000013,5,-2,6,1,-2,1,3,1,-1,2,1,2,3,5193,True
2517,E00000025,5,-2,2,2,-2,2,4,2,-1,2,1,2,1,2154,True
4013,E00000032,5,-2,5,2,-2,4,3,2,-1,2,6,2,1,5542,False
1659,E00000019,5,-2,6,2,-2,3,4,2,-1,2,4,2,1,2401,True
955,E00000014,5,-2,3,1,-2,1,2,1,-1,2,1,3,1,5349,True
276,E00000005,5,-2,2,1,-2,1,3,2,-1,2,2,2,2,3821,True
2663,E00000025,5,-2,6,2,-2,2,4,2,-1,1,1,2,2,2594,True
4322,E00166755,5,-2,2,3,-2,2,1,1,-1,2,2,2,2,2217,True
3701,E00000029,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
4641,E00166756,5,-2,6,1,-2,1,1,1,-1,2,2,4,1,5996,True
2386,E00000024,5,-2,6,5,-2,2,6,4,-1,2,1,4,1,355,False
4474,E00166755,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
4628,E00166756,5,-2,6,1,-2,1,1,1,-1,2,1,2,2,3965,True
5016,E00166757,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
1498,E00000018,5,-2,3,1,-2,1,2,1,-1,2,2,2,2,4747,True
4742,E00166756,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
1885,E00000021,5,-2,3,1,-2,1,2,1,-1,2,1,2,1,5500,True
5466,E00166759,5,-2,5,1,-2,1,3,3,-1,2,3,4,1,4253,True
3651,E00000029,5,-2,6,1,-2,1,3,2,-1,2,1,4,1,4375,True
879,E00000013,5,-2,6,1,-2,1,2,1,-1,2,9,2,2,5364,True
925,E00000014,5,-2,2,1,-2,1,1,1,-1,2,1,2,1,5769,True
2827,E00000026,5,-2,2,5,-2,2,2,1,-1,2,1,2,2,356,False
4184,E00000035,5,-2,6,1,-2,1,3,2,-1,2,5,2,1,2383,True
427,E00000005,5,-2,6,3,-2,2,3,1,-1,2,1,4,1,5624,True
3542,E00000028,-2,-2,-1,-1,-2,0,4,1,-1,1,-1,-1,1,-1,False
17,E00000001,5,-2,2,1,-2,1,5,3,-1,2,4,2,2,4254,True
1607,E00000019,5,-2,3,3,-2,2,2,1,-1,2,1,2,1,1449,True
3400,E00000028,5,-2,2,1,-2,1,4,2,-1,2,1,2,1,5770,True
5237,E00166758,5,-2,3,1,-2,1,3,1,-1,2,1,2,1,5812,True
2693,E00000025,5,-2,6,5,-2,3,5,3,-1,2,2,2,2,827,False
5543,E00166759,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
197,E00000003,5,-2,3,2,-2,3,6,3,-1,2,1,2,2,5702,False
3089,E00000027,5,-2,2,1,-2,1,6,2,-1,1,2,2,1,5612,True
3327,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
648,E00000010,5,-2,5,3,-2,4,4,2,-1,2,3,2,3,3090,False
2238,E00000023,5,-2,6,2,-2,2,5,2,-1,2,1,2,3,1378,True
581,E00000007,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
891,E00000013,5,-2,6,3,-2,2,3,1,-1,2,6,2,1,2678,True
779,E00000012,5,-2,6,1,-2,1,1,1,-1,2,5,6,1,3264,True
3241,E00000027,5,-2,6,2,-2,2,3,1,-1,1,1,2,1,4441,True
2364,E00000024,5,-2,6,2,-2,2,4,2,-1,2,1,2,3,2595,True
3076,E00000027,5,-2,2,2,-2,2,2,1,-1,2,2,2,1,5307,True
4790,E00166757,5,-2,2,2,-2,2,5,2,-1,2,4,2,1,4226,True
4767,E00166757,5,-2,2,1,-2,1,3,2,-1,2,1,6,2,5880,True
461,E00000005,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
1073,E00000016,5,-2,2,1,-2,1,2,1,-1,2,1,2,3,5997,True
843,E00000013,5,-2,3,1,-2,1,2,1,-1,2,4,2,2,2035,True
1300,E00000017,5,-2,2,2,-2,2,6,3,-1,2,2,2,2,1463,True
1422,E00000017,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1,-1,False
2347,E00000024,5,-2,6,5,-2,3,3,3,-1,2,1,6,1,357,False
1481,E00000018,4,-2,2,2,-2,2,5,3,-1,2,1,4,1,5527,True
3217,E00000027,5,-2,6,3,-2,2,2,1,-1,2,2,4,1,1914,True
2073,E00000022,5,-2,3,2,-2,2,4,2,-1,2,2,2,1,1103,True
5547,E00166759,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
4625,E00166756,5,-2,6,1,-2,1,1,1,-1,2,2,2,1,4984,True
3055,E00000026,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
5493,E00166759,5,-2,6,1,-2,1,2,1,-1,2,1,6,1,2525,True
8,E00000001,5,-2,2,1,-2,1,5,2,-1,2,1,2,2,3294,True
1813,E00000020,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
2675,E00000025,5,-2,6,5,-2,2,4,2,-1,2,2,4,1,358,False
1798,E00000020,5,-2,6,3,-2,2,4,2,-1,2,3,2,1,2402,True
3671,E00000029,5,-2,6,5,-2,2,4,2,-1,2,7,6,1,359,False
3535,E00000028,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
1904,E00000021,5,-2,3,1,-2,1,3,2,-1,2,2,4,1,4667,True
1986,E00000021,5,-2,6,1,-2,1,4,2,-1,2,4,4,1,2575,True
2436,E00000024,-2,-2,-1,-1,-2,0,4,2,-1,1,-1,-1,1,-1,False
1469,E00000018,4,-2,2,1,-2,1,4,1,-1,2,2,2,1,2620,True
744,E00000012,5,-2,5,2,-2,2,3,1,-1,2,2,2,1,672,True
3125,E00000027,5,-2,3,1,-2,1,3,2,-1,2,1,4,1,2435,True
2289,E00000024,5,-2,5,5,-2,2,4,2,-1,2,2,2,1,4000,False
1528,E00000018,5,-2,5,1,-2,1,4,1,-1,2,2,4,2,4019,True
1731,E00000020,5,-2,3,2,-2,2,2,1,-1,2,2,2,3,1671,True
2952,E00000026,5,-2,6,3,-2,2,3,2,-1,2,1,4,1,3051,True
4429,E00166755,5,-2,6,5,-2,2,4,1,-1,2,2,2,1,4704,False
1265,E00000017,5,-2,2,1,-2,1,1,1,-1,2,3,2,2,1826,True
2296,E00000024,5,-2,6,1,-2,1,2,1,-1,2,1,2,1,1167,True
484,E00000007,5,-2,2,1,-2,1,3,1,-1,2,1,4,3,5771,True
4990,E00166757,-2,-2,-1,-1,-2,0,2,2,-1,2,-1,-1,1,-1,False
220,E00000003,5,-2,6,5,-2,3,6,3,-1,2,1,2,2,360,False
1069,E00000016,5,-2,2,1,-2,1,2,1,-1,2,6,2,1,5725,True
4490,E00166755,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
2352,E00000024,5,-2,6,1,-2,1,4,2,-1,2,1,2,1,1025,True
4533,E00166755,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
5079,E00166757,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
3115,E00000027,5,-2,3,2,-2,2,2,1,-1,2,2,2,1,4826,True
1970,E00000021,5,-2,6,5,-2,2,3,1,-1,2,1,6,1,361,False
4090,E00000035,5,-2,2,1,-2,1,1,1,-1,2,1,2,1,5641,True
4738,E00166756,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
435,E00000005,5,-2,6,5,-2,3,3,2,-1,2,1,5,1,362,False
1308,E00000017,5,-2,2,2,-2,2,6,4,-1,2,1,6,1,3052,True
2268,E00000024,5,-2,3,1,-2,1,2,1,-1,2,1,2,2,5958,True
5189,E00166758,5,-2,2,1,-2,1,4,1,-1,2,1,5,2,2088,True
4087,E00000032,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1,-1,False
3165,E00000027,4,-2,6,1,-2,1,2,1,-1,2,2,6,1,6021,True
3122,E00000027,5,-2,3,1,-2,1,3,1,-1,2,2,4,1,1970,True
593,E00000010,5,-2,3,1,-2,1,2,1,-1,2,1,5,1,3874,True
5259,E00166758,5,-2,3,5,-2,2,3,1,-1,2,2,4,2,5106,False
2584,E00000025,5,-2,6,1,-2,1,3,1,-1,2,1,2,1,1619,True
3828,E00000030,5,-2,5,2,-2,4,5,2,-1,2,1,2,3,2122,False
651,E00000010,5,-2,6,1,-2,1,1,1,-1,2,5,6,2,1077,True
1500,E00000018,5,-2,3,1,-2,1,3,1,-1,2,2,2,1,939,True
2082,E00000022,5,-2,3,4,-2,2,4,2,-1,2,2,2,1,4324,True
361,E00000005,5,-2,3,2,-2,3,4,2,-1,2,1,2,2,1129,True
4124,E00000035,5,-2,3,1,-2,1,4,1,-1,2,2,4,1,4283,True
1522,E00000018,5,-2,3,2,-2,2,6,3,-1,2,2,2,2,2934,True
1376,E00000017,5,-2,6,1,-2,1,1,1,-1,2,1,2,1,5917,True
2918,E00000026,5,-2,6,3,-2,2,2,1,-1,1,1,4,1,2155,True
709,E00000012,5,-2,5,1,-2,1,2,1,-1,2,6,2,1,5828,True
3620,E00000029,5,-2,5,2,-2,4,6,3,-1,2,6,2,2,3091,False
4691,E00166756,5,-2,6,5,-2,2,3,2,-1,2,1,4,1,363,False
2705,E00000025,5,-2,6,5,-2,4,6,4,-1,2,1,5,1,1176,False
1333,E00000017,5,-2,3,1,-2,1,5,3,-1,2,2,2,2,2666,True
1882,E00000021,5,-2,2,1,-2,1,6,4,-1,2,3,2,1,5998,True
3420,E00000028,5,-2,6,1,-2,1,1,1,-1,2,9,2,1,4020,True
4176,E00000035,5,-2,6,1,-2,1,3,1,-1,2,2,2,1,2576,True
3679,E00000029,5,-2,6,2,-2,4,5,3,-1,1,1,2,2,673,False
4151,E00000035,5,-2,6,1,-2,1,2,1,-1,2,2,2,2,4587,True
3188,E00000027,5,-2,6,1,-2,1,2,1,-1,2,2,4,1,3170,True
1274,E00000017,5,-2,2,2,-2,2,4,3,-1,2,1,2,3,2502,True
1742,E00000020,5,-2,3,2,-2,2,3,2,-1,2,1,2,2,1795,True
2994,E00000026,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
3503,E00000028,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
2770,E00000025,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1,-1,False
2221,E00000023,5,-2,5,1,-2,1,5,2,-1,2,3,2,1,2748,True
792,E00000012,5,-2,6,5,-2,2,3,1,-1,2,2,6,1,1516,False
3514,E00000028,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
4296,E00000035,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
1589,E00000019,5,-2,2,1,-2,1,3,2,-1,2,2,8,1,4800,True
4522,E00166755,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
3992,E00000032,5,-2,5,1,-2,1,3,2,-1,2,7,6,1,2922,True
4405,E00166755,5,-2,6,5,-2,2,3,1,-1,2,6,4,1,2567,False
4170,E00000035,5,-2,6,3,-2,2,2,1,-1,2,1,4,1,1996,True
3473,E00000028,5,-2,6,1,-2,1,3,1,-1,2,1,6,1,4314,True
3573,E00000029,5,-2,3,2,-2,2,4,2,-1,2,2,2,2,2059,True
382,E00000005,5,-2,5,4,-2,2,5,3,-1,2,7,2,2,4478,True
882,E00000013,5,-2,6,3,-2,2,2,1,-1,2,1,2,1,2634,True
918,E00000013,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
4278,E00000035,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
3137,E00000027,4,-2,3,2,-2,2,6,4,-1,2,1,2,1,1638,True
2428,E00000024,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
2302,E00000024,5,-2,6,1,-2,1,2,1,-1,2,1,3,1,3739,True
5511,E00166759,5,-2,6,1,-2,1,4,1,-1,2,4,2,1,4463,True
3558,E00000029,5,-2,2,1,-2,1,2,1,-1,2,1,5,1,2577,True
2065,E00000022,5,-2,2,4,-2,3,5,3,-1,2,1,2,2,3752,True
4910,E00166757,5,-2,6,1,-2,1,3,2,-1,1,3,2,1,4925,True
27,E00000001,5,-2,2,2,-2,2,5,3,-1,2,1,2,1,5129,True
2656,E00000025,5,-2,6,1,-2,1,4,3,-1,2,4,2,1,5613,True
3303,E00000027,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
3766,E00000030,5,-2,5,1,-2,1,2,1,-1,2,3,2,1,4189,True
3458,E00000028,5,-2,6,1,-2,1,3,1,-1,1,2,2,1,3295,True
5141,E00166758,5,-2,2,1,-2,1,3,1,-1,2,2,2,1,5999,True
142,E00000003,5,-2,2,1,-2,1,6,3,-1,2,1,2,2,6000,True
2870,E00000026,2,-2,3,1,-2,1,4,1,-1,2,1,5,2,468,True
1270,E00000017,5,-2,2,1,-2,1,4,3,-1,2,1,2,2,2992,True
2746,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
1631,E00000019,5,-2,5,1,-2,1,4,1,-1,2,2,2,1,2578,True
2945,E00000026,5,-2,6,2,-2,2,3,1,-1,2,1,2,3,1450,True
3552,E00000028,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
4366,E00166755,5,-2,6,1,-2,1,2,1,-1,2,2,4,1,3938,True
5071,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
1687,E00000020,5,-2,2,4,-2,3,2,1,-1,2,1,2,2,5388,True
498,E00000007,5,-2,2,2,-2,2,6,2,-1,2,2,2,2,5263,True
3195,E00000027,5,-2,6,1,-2,1,2,1,-1,2,1,5,1,6001,True
1910,E00000021,5,-2,3,3,-2,2,3,2,-1,2,1,2,3,3092,True
4667,E00166756,5,-2,6,1,-2,1,2,1,-1,2,1,4,1,2384,True
154,E00000003,5,-2,2,2,-2,2,6,3,-1,2,2,2,2,2806,True
4693,E00166756,5,-2,6,3,-2,3,3,2,-1,2,1,2,1,475,True
1120,E00000016,5,-2,2,2,-2,2,4,2,-1,2,2,2,1,1008,True
3010,E00000026,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
749,E00000012,5,-2,5,2,-2,2,3,1,-1,2,3,4,2,2450,True
4726,E00166756,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
3940,E00000031,5,-2,6,5,-2,2,3,1,-1,2,2,4,1,2305,False
3376,E00000027,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
4362,E00166755,5,-2,6,1,-2,1,2,1,-1,2,6,3,1,2788,True
3929,E00000031,5,-2,5,3,-2,4,4,2,-1,2,7,8,1,2371,False
1746,E00000020,5,-2,3,3,-2,3,3,2,-1,2,2,2,3,1087,True
4562,E00166756,5,-2,2,1,-2,1,1,1,-1,2,1,2,2,5623,True
5242,E00166758,5,-2,3,1,-2,1,3,1,-1,2,4,2,2,5194,True
1150,E00000016,5,-2,3,1,-2,1,3,1,-1,2,5,2,1,5081,True
1819,E00000020,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
3520,E00000028,-2,-2,-1,-1,-2,0,3,1,-1,1,-1,-1,1,-1,False
909,E00000013,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
1930,E00000021,5,-2,3,2,-2,4,6,2,-1,2,2,2,1,1512,False
620,E00000010,5,-2,5,1,-2,1,2,1,-1,2,2,2,2,4127,True
2045,E00000022,5,-2,2,2,-2,2,3,2,-1,2,4,6,2,1323,True
3869,E00000031,5,-2,2,3,-2,2,3,1,-1,2,9,2,1,1853,True
2771,E00000025,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
4357,E00166755,2,-2,6,1,-2,1,2,1,-1,2,2,6,1,1230,True
4647,E00166756,5,-2,6,1,-2,1,1,1,-1,2,2,4,2,1813,True
74,E00000001,5,-2,5,2,-2,3,4,2,-1,2,3,2,1,2679,True
5477,E00166759,5,-2,6,1,-2,1,1,1,-1,2,2,4,1,3875,True
4453,E00166755,5,-2,6,5,-2,2,5,2,-1,2,9,2,2,1459,False
213,E00000003,5,-2,6,1,-2,1,5,1,-1,2,1,2,1,5713,True
5310,E00166758,5,-2,6,2,-2,3,3,1,-1,2,2,2,2,1915,True
2711,E00000025,-2,-2,-1,-1,-2,0,6,2,-1,1,-1,-1,1,-1,False
2202,E00000023,5,-2,5,1,-2,1,4,2,-1,2,4,6,1,1541,True
5146,E00166758,5,-2,2,1,-2,1,3,1,-1,2,3,2,1,6002,True
289,E00000005,5,-2,2,1,-2,1,4,1,-1,2,2,2,1,3244,True
999,E00000014,5,-2,5,1,-2,1,2,1,-1,2,8,2,1,3296,True
922,E00000013,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
4819,E00166757,5,-2,3,4,-2,2,4,3,-1,1,2,4,2,3926,True
1057,E00000014,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
2797,E00000025,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1,-1,False
4155,E00000035,5,-2,6,1,-2,1,2,1,-1,2,1,4,1,2993,True
3937,E00000031,5,-2,6,1,-2,1,3,1,-1,2,2,7,1,436,True
12,E00000001,5,-2,2,1,-2,1,5,3,-1,2,1,2,1,1716,True
518,E00000007,5,-2,6,1,-2,1,2,1,-1,2,1,4,1,3740,True
4961,E00166757,5,-2,6,1,-2,1,4,2,-1,2,9,6,1,3876,True
4849,E00166757,5,-2,6,1,-2,1,2,1,-1,2,1,4,1,5562,True
2970,E00000026,5,-2,6,5,-2,2,4,1,-1,2,2,4,1,4165,False
2676,E00000025,5,-2,6,5,-2,2,4,2,-1,2,1,8,1,2362,False
492,E00000007,5,-2,2,2,-2,2,4,2,-1,2,1,6,2,2723,True
5032,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
4743,E00166757,5,-2,2,1,-2,1,2,1,-1,2,1,2,2,6003,True
2102,E00000022,5,-2,5,4,-2,2,3,2,-1,2,2,4,1,4479,True
2543,E00000025,5,-2,3,1,-2,1,4,2,-1,2,1,2,2,5501,True
533,E00000007,5,-2,6,1,-2,1,3,2,-1,2,9,2,1,1844,True
1125,E00000016,5,-2,2,2,-2,3,4,2,-1,2,2,2,1,4102,True
3516,E00000028,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
2037,E00000021,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
748,E00000012,5,-2,5,2,-2,2,3,1,-1,2,5,4,1,1854,True
537,E00000007,5,-2,6,1,-2,1,3,2,-1,2,2,5,1,3804,True
374,E00000005,5,-2,5,1,-2,1,3,2,-1,2,1,2,1,5936,True
455,E00000005,5,-2,6,3,-2,3,5,3,-1,2,1,2,1,2099,True
2317,E00000024,4,-2,6,1,-2,1,3,1,-1,2,9,4,1,5614,True
99,E00000001,-2,-2,-1,-1,-2,0,6,1,-1,2,-1,-1,1,-1,False
2014,E00000021,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
344,E00000005,5,-2,3,2,-2,2,3,1,-1,2,4,2,2,2724,True
378,E00000005,5,-2,5,4,-2,2,3,2,-1,2,7,2,1,5143,True
2937,E00000026,5,-2,6,1,-2,1,3,1,-1,2,1,8,1,2089,True
148,E00000003,5,-2,2,1,-2,1,6,4,-1,2,2,2,2,4315,True
5350,E00166758,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
1421,E00000017,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1,-1,False
5111,E00166757,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1,-1,False
3080,E00000027,5,-2,2,2,-2,2,3,2,-1,2,1,2,1,3093,True
3959,E00000032,5,-2,5,3,-2,2,1,1,-1,2,7,2,1,5093,True
433,E00000005,5,-2,6,5,-2,2,3,2,-1,2,1,2,2,5176,False
1732,E00000020,5,-2,3,2,-2,3,2,1,-1,2,2,4,1,2252,True
166,E00000003,5,-2,2,2,-2,2,6,4,-1,2,2,2,2,1561,True
4503,E00166755,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
4710,E00166756,-2,34,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1,-1,True
5031,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
1298,E00000017,5,-2,2,1,-2,1,6,4,-1,2,1,4,1,3923,True
975,E00000014,5,-2,5,1,-2,1,1,1,-1,2,2,6,1,2789,True
2916,E00000026,5,-2,6,2,-2,2,2,1,-1,2,1,8,1,1796,True
4401,E00166755,5,-2,6,2,-2,2,3,1,-1,2,1,2,3,1013,True
192,E00000003,5,-2,3,2,-2,2,6,3,-1,2,1,2,1,2807,True
393,E00000005,5,-2,6,1,-2,1,2,1,-1,2,1,6,1,6004,True
1972,E00000021,5,-2,6,3,-2,2,3,2,-1,2,1,4,1,1997,True
4716,E00166756,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
3337,E00000027,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
682,E00000012,5,-2,2,5,-2,2,4,3,-1,2,2,2,1,820,False
3546,E00000028,-2,-2,-1,-1,-2,0,3,1,-1,1,-1,-1,1,-1,False
3852,E00000030,5,-2,6,5,-2,2,4,2,-1,2,5,2,2,2904,False
209,E00000003,5,-2,6,1,-2,1,4,3,-1,2,1,6,1,5283,True
1473,E00000018,4,-2,2,1,-2,1,4,2,-1,2,1,2,2,5851,True
1586,E00000019,5,-2,2,1,-2,1,3,2,-1,2,6,2,2,4128,True
1216,E00000016,5,-2,6,2,-2,2,2,1,-1,2,2,4,1,782,True
4682,E00166756,5,-2,6,1,-2,1,3,2,-1,2,2,4,1,3230,True
5083,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1,-1,False
5205,E00166758,5,-2,2,2,-2,2,4,2,-1,2,2,2,1,1451,True
2041,E00000022,5,-2,2,1,-2,1,2,2,-1,2,2,5,1,2385,True
2996,E00000026,-2,-2,-1,-1,-2,0,5,1,-1,1,-1,-1,1,-1,False
2809,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1,-1,False
2412,E00000024,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1,-1,False
4602,E00166756,5,-2,3,2,-2,2,2,1,-1,2,9,6,1,1035,True
3393,E00000028,5,-2,2,2,-2,2,2,1,-1,2,1,5,1,2941,True
3415,E00000028,5,-2,6,1,-2,1,1,1,-1,1,2,4,1,6005,True
1307,E00000017,5,-2,2,2,-2,2,6,4,-1,2,1,4,2,2808,True
3723,E00000029,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1,-1,False
2815,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
4433,E00166755,5,-2,6,2,-2,2,4,2,-1,2,4,6,2,2935,True
1963,E00000021,5,-2,6,1,-2,1,3,2,-1,2,4,4,1,5666,True
1890,E00000021,5,-2,3,2,-2,2,2,1,-1,2,2,2,1,4047,True
645,E00000010,5,-2,5,2,-2,3,3,1,-1,2,3,2,1,3032,True
4346,E00166755,5,-2,3,2,-2,2,6,4,-1,2,1,4,1,2060,True
4538,E00166755,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
940,E00000014,5,-2,2,3,-2,2,2,1,-1,2,1,3,1,505,True
1415,E00000017,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1,-1,False
290,E00000005,5,-2,2,1,-2,1,4,1,-1,2,2,2,1,3939,True
1160,E00000016,5,-2,3,2,-2,2,3,2,-1,2,1,2,3,4511,True
642,E00000010,5,-2,5,1,-2,1,3,1,-1,2,2,7,1,1360,True
3174,E00000027,5,-2,6,1,-2,1,2,1,-1,2,2,2,1,1307,True
2583,E00000025,5,-2,6,1,-2,1,3,1,-1,1,7,2,1,495,True
3073,E00000027,5,-2,2,1,-2,1,2,1,-1,2,2,3,1,5563,True
2927,E00000026,5,-2,6,1,-2,1,3,1,-1,2,1,2,1,4345,True
259,E00000005,5,-2,2,1,-2,1,3,1,-1,2,2,2,1,5148,True
3517,E00000028,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1,-1,False
1552,E00000018,5,-2,6,4,-2,2,4,3,-1,2,1,4,1,4741,True
