PID,Area,DC1117EW_C_SEX,DC1117EW_C_AGE,DC2101EW_C_ETHPUK11
12167,S02002438,2,60,1
12168,S02002438,2,60,1
12169,S02002438,2,60,1
12170,S02002438,2,60,1
12171,S02002438,2,60,1
12172,S02002438,2,60,1
12173,S02002438,2,60,1
12174,S02002438,2,60,1
12175,S02002438,2,60,1
12176,S02002438,2,60,1
12177,S02002438,2,60,1
12178,S02002438,2,60,1
12179,S02002438,2,60,1
12180,S02002438,2,60,1
12181,S02002438,2,60,1
12182,S02002438,2,60,1
12183,S02002438,2,60,1
12184,S02002438,2,60,1
12185,S02002438,2,60,1
12186,S02002438,2,60,1
12187,S02002438,2,61,1
12188,S02002438,2,61,1
12189,S02002438,2,61,1
12190,S02002438,2,61,1
12191,S02002438,2,61,1
12192,S02002438,2,61,1
12193,S02002438,2,61,1
12194,S02002438,2,61,1
12195,S02002438,2,61,1
12196,S02002438,2,61,1
12197,S02002438,2,61,1
12198,S02002438,2,61,1
12199,S02002438,2,61,1
12200,S02002438,2,61,1
12201,S02002438,2,61,1
12202,S02002438,2,61,1
12203,S02002438,2,61,1
12204,S02002438,2,61,1
12205,S02002438,2,61,1
12206,S02002438,2,62,1
12207,S02002438,2,62,1
12208,S02002438,2,62,1
12209,S02002438,2,62,1
12210,S02002438,2,62,1
12211,S02002438,2,62,1
12212,S02002438,2,62,1
12213,S02002438,2,62,1
12214,S02002438,2,62,1
12215,S02002438,2,62,1
12216,S02002438,2,62,1
12217,S02002438,2,62,1
12218,S02002438,2,62,1
12219,S02002438,2,62,1
12220,S02002438,2,62,1
12221,S02002438,2,62,1
12222,S02002438,2,62,1
12223,S02002438,2,62,1
12224,S02002438,2,62,1
12225,S02002438,2,62,1
12226,S02002438,2,62,1
12227,S02002438,2,62,1
12228,S02002438,2,63,1
12229,S02002438,2,63,1
12230,S02002438,2,63,1
12231,S02002438,2,63,1
12232,S02002438,2,63,1
12233,S02002438,2,63,1
12234,S02002438,2,63,1
12235,S02002438,2,63,1
12236,S02002438,2,63,1
12237,S02002438,2,63,1
12238,S02002438,2,63,1
12239,S02002438,2,63,1
12240,S02002438,2,63,1
12241,S02002438,2,63,1
12242,S02002438,2,63,1
12243,S02002438,2,63,1
12244,S02002438,2,63,1
12245,S02002438,2,63,1
12246,S02002438,2,63,1
12247,S02002438,2,63,1
12248,S02002438,2,63,1
12249,S02002438,2,63,1
12250,S02002438,2,63,1
12251,S02002438,2,63,1
12252,S02002438,2,64,1
12253,S02002438,2,64,1
12254,S02002438,2,64,1
12255,S02002438,2,64,1
12256,S02002438,2,64,1
12257,S02002438,2,64,1
12258,S02002438,2,64,1
12259,S02002438,2,64,1
12260,S02002438,2,64,1
12261,S02002438,2,64,1
12262,S02002438,2,64,1
12263,S02002438,2,64,1
12264,S02002438,2,64,1
12265,S02002438,2,64,1
12266,S02002438,2,64,1
12267,S02002438,2,64,1
12268,S02002438,2,64,1
12269,S02002438,2,64,1
12270,S02002438,2,64,1
12271,S02002438,2,64,1
12272,S02002438,2,65,1
12273,S02002438,2,65,1
12274,S02002438,2,65,1
12275,S02002438,2,65,1
12276,S02002438,2,65,1
12277,S02002438,2,65,1
12278,S02002438,2,65,1
12279,S02002438,2,65,1
12280,S02002438,2,65,1
12281,S02002438,2,65,1
12282,S02002438,2,65,1
12283,S02002438,2,65,1
12284,S02002438,2,65,1
12285,S02002438,2,65,1
12286,S02002438,2,65,1
12287,S02002438,2,65,1
12288,S02002438,2,65,1
12289,S02002438,2,65,1
12290,S02002438,2,66,1
12291,S02002438,2,66,1
12292,S02002438,2,66,1
12293,S02002438,2,66,1
12294,S02002438,2,66,1
12295,S02002438,2,66,1
12296,S02002438,2,66,1
12297,S02002438,2,66,1
12298,S02002438,2,66,1
12299,S02002438,2,66,1
12300,S02002438,2,66,1
12301,S02002438,2,66,1
12302,S02002438,2,66,1
12303,S02002438,2,66,1
12304,S02002438,2,66,1
12305,S02002438,2,66,1
12306,S02002438,2,66,1
12307,S02002438,2,66,1
12308,S02002438,2,66,1
12309,S02002438,2,66,1
12310,S02002438,2,66,1
12311,S02002438,2,66,1
12312,S02002438,2,66,1
12313,S02002438,2,66,1
12314,S02002438,2,66,1
12315,S02002438,2,66,1
12316,S02002438,2,67,1
12317,S02002438,2,67,1
12318,S02002438,2,67,1
12319,S02002438,2,67,1
12320,S02002438,2,67,1
12321,S02002438,2,67,1
12322,S02002438,2,67,1
12323,S02002438,2,67,1
12324,S02002438,2,67,1
12325,S02002438,2,67,1
12326,S02002438,2,67,1
12327,S02002438,2,67,1
12328,S02002438,2,67,1
12329,S02002438,2,67,1
12330,S02002438,2,67,1
12331,S02002438,2,67,1
12332,S02002438,2,67,1
12333,S02002438,2,67,1
12334,S02002438,2,67,1
12335,S02002438,2,67,1
12336,S02002438,2,67,1
12337,S02002438,2,67,1
12338,S02002438,2,67,1
12339,S02002438,2,68,1
12340,S02002438,2,68,1
12341,S02002438,2,68,1
12342,S02002438,2,68,1
12343,S02002438,2,68,1
12344,S02002438,2,68,1
12345,S02002438,2,68,1
12346,S02002438,2,68,1
12347,S02002438,2,68,1
12348,S02002438,2,68,1
12349,S02002438,2,68,1
12350,S02002438,2,68,1
12351,S02002438,2,68,1
12352,S02002438,2,68,1
12353,S02002438,2,68,1
12354,S02002438,2,68,1
12355,S02002438,2,68,1
12356,S02002438,2,69,1
12357,S02002438,2,69,1
12358,S02002438,2,69,1
12359,S02002438,2,69,1
12360,S02002438,2,69,1
12361,S02002438,2,69,1
12362,S02002438,2,69,1
12363,S02002438,2,69,1
12364,S02002438,2,69,1
12365,S02002438,2,69,1
12366,S02002438,2,69,1
12367,S02002438,2,69,1
12368,S02002438,2,69,1
12369,S02002438,2,69,1
12370,S02002438,2,69,1
12371,S02002438,2,69,1
12372,S02002438,2,69,1
12373,S02002438,2,69,1
12374,S02002438,2,69,1
12375,S02002438,2,69,1
12376,S02002438,2,69,1
12377,S02002438,2,70,1
12378,S02002438,2,70,1
12379,S02002438,2,70,1
12380,S02002438,2,70,1
12381,S02002438,2,70,1
12382,S02002438,2,70,1
12383,S02002438,2,70,1
12384,S02002438,2,70,1
12385,S02002438,2,70,1
12386,S02002438,2,70,1
12387,S02002438,2,70,1
12388,S02002438,2,70,1
12389,S02002438,2,70,1
12390,S02002438,2,70,1
12391,S02002438,2,70,1
12392,S02002438,2,70,1
12393,S02002438,2,70,1
12394,S02002438,2,70,1
12395,S02002438,2,71,1
12396,S02002438,2,71,1
12397,S02002438,2,71,1
12398,S02002438,2,71,1
12399,S02002438,2,71,1
12400,S02002438,2,71,1
12401,S02002438,2,71,1
12402,S02002438,2,71,1
12403,S02002438,2,71,1
12404,S02002438,2,71,1
12405,S02002438,2,71,1
12406,S02002438,2,71,1
12407,S02002438,2,71,1
12408,S02002438,2,71,1
12409,S02002438,2,71,1
12410,S02002438,2,71,1
12411,S02002438,2,71,1
12412,S02002438,2,71,1
12413,S02002438,2,71,1
12414,S02002438,2,71,1
12415,S02002438,2,71,1
12416,S02002438,2,71,1
12417,S02002438,2,71,8
12418,S02002438,2,72,1
12419,S02002438,2,72,1
12420,S02002438,2,72,1
12421,S02002438,2,72,1
12422,S02002438,2,72,1
12423,S02002438,2,72,1
12424,S02002438,2,72,1
12425,S02002438,2,72,1
12426,S02002438,2,72,1
12427,S02002438,2,72,1
12428,S02002438,2,72,1
12429,S02002438,2,72,1
12430,S02002438,2,72,1
12431,S02002438,2,72,1
12432,S02002438,2,72,1
12433,S02002438,2,72,1
12434,S02002438,2,72,1
12435,S02002438,2,72,1
12436,S02002438,2,73,1
12437,S02002438,2,73,1
12438,S02002438,2,73,1
12439,S02002438,2,73,1
12440,S02002438,2,73,1
12441,S02002438,2,73,1
12442,S02002438,2,73,1
12443,S02002438,2,73,1
12444,S02002438,2,73,1
12445,S02002438,2,73,1
12446,S02002438,2,73,1
12447,S02002438,2,73,1
12448,S02002438,2,73,1
12449,S02002438,2,73,1
12450,S02002438,2,73,8
12451,S02002438,2,74,1
12452,S02002438,2,74,1
12453,S02002438,2,74,1
12454,S02002438,2,74,1
12455,S02002438,2,74,1
12456,S02002438,2,74,1
12457,S02002438,2,74,1
12458,S02002438,2,74,1
12459,S02002438,2,74,1
12460,S02002438,2,74,1
12461,S02002438,2,74,1
12462,S02002438,2,74,1
12463,S02002438,2,74,1
12464,S02002438,2,74,1
12465,S02002438,2,74,1
12466,S02002438,2,74,1
12467,S02002438,2,74,1
12468,S02002438,2,74,1
12469,S02002438,2,74,1
12470,S02002438,2,74,1
12471,S02002438,2,74,1
12472,S02002438,2,74,1
12473,S02002438,2,75,1
12474,S02002438,2,75,1
12475,S02002438,2,75,1
12476,S02002438,2,75,1
12477,S02002438,2,75,1
12478,S02002438,2,75,1
12479,S02002438,2,75,1
12480,S02002438,2,75,1
12481,S02002438,2,75,1
12482,S02002438,2,75,1
12483,S02002438,2,75,1
12484,S02002438,2,75,1
12485,S02002438,2,75,1
12486,S02002438,2,75,1
12487,S02002438,2,75,1
12488,S02002438,2,76,1
12489,S02002438,2,76,1
12490,S02002438,2,76,1
12491,S02002438,2,76,1
12492,S02002438,2,76,1
12493,S02002438,2,76,1
12494,S02002438,2,76,1
12495,S02002438,2,76,1
12496,S02002438,2,76,1
12497,S02002438,2,76,1
12498,S02002438,2,76,1
12499,S02002438,2,76,1
12500,S02002438,2,76,1
12501,S02002438,2,76,1
12502,S02002438,2,76,1
12503,S02002438,2,76,1
12504,S02002438,2,76,1
12505,S02002438,2,77,1
12506,S02002438,2,77,1
12507,S02002438,2,77,1
12508,S02002438,2,77,1
12509,S02002438,2,77,1
12510,S02002438,2,77,1
12511,S02002438,2,77,1
12512,S02002438,2,77,1
12513,S02002438,2,77,1
12514,S02002438,2,77,1
12515,S02002438,2,77,1
12516,S02002438,2,77,1
12517,S02002438,2,77,1
12518,S02002438,2,77,1
12519,S02002438,2,77,1
12520,S02002438,2,77,1
12521,S02002438,2,78,1
12522,S02002438,2,78,1
12523,S02002438,2,78,1
12524,S02002438,2,78,1
12525,S02002438,2,78,1
12526,S02002438,2,78,1
12527,S02002438,2,78,1
12528,S02002438,2,78,1
12529,S02002438,2,78,1
12530,S02002438,2,78,1
12531,S02002438,2,78,1
12532,S02002438,2,78,1
12533,S02002438,2,78,1
12534,S02002438,2,78,1
12535,S02002438,2,78,1
12536,S02002438,2,79,1
12537,S02002438,2,79,1
12538,S02002438,2,79,1
12539,S02002438,2,79,1
12540,S02002438,2,79,1
12541,S02002438,2,79,1
12542,S02002438,2,79,1
12543,S02002438,2,79,1
12544,S02002438,2,79,1
12545,S02002438,2,79,1
12546,S02002438,2,79,1
12547,S02002438,2,79,1
12548,S02002438,2,80,1
12549,S02002438,2,80,1
12550,S02002438,2,80,1
12551,S02002438,2,80,1
12552,S02002438,2,80,1
12553,S02002438,2,80,1
12554,S02002438,2,80,1
12555,S02002438,2,80,1
12556,S02002438,2,80,1
12557,S02002438,2,80,1
12558,S02002438,2,80,1
12559,S02002438,2,80,1
12560,S02002438,2,80,1
12561,S02002438,2,80,1
12562,S02002438,2,80,1
12563,S02002438,2,81,1
12564,S02002438,2,81,1
12565,S02002438,2,81,1
12566,S02002438,2,81,1
12567,S02002438,2,81,1
12568,S02002438,2,81,1
12569,S02002438,2,81,1
12570,S02002438,2,81,1
12571,S02002438,2,81,1
12572,S02002438,2,81,1
12573,S02002438,2,81,1
12574,S02002438,2,81,1
12575,S02002438,2,81,1
12576,S02002438,2,82,1
12577,S02002438,2,82,1
12578,S02002438,2,82,1
12579,S02002438,2,82,1
12580,S02002438,2,82,1
12581,S02002438,2,82,1
12582,S02002438,2,82,1
12583,S02002438,2,82,1
12584,S02002438,2,82,1
12585,S02002438,2,82,1
12586,S02002438,2,83,1
12587,S02002438,2,83,1
12588,S02002438,2,83,1
12589,S02002438,2,83,1
12590,S02002438,2,83,1
12591,S02002438,2,83,1
12592,S02002438,2,83,1
12593,S02002438,2,84,1
12594,S02002438,2,84,1
12595,S02002438,2,84,1
12596,S02002438,2,84,1
12597,S02002438,2,84,1
12598,S02002438,2,84,1
12599,S02002438,2,84,1
12600,S02002438,2,84,1
12601,S02002438,2,84,1
12602,S02002438,2,85,1
12603,S02002438,2,85,1
12604,S02002438,2,85,1
12605,S02002438,2,85,1
12606,S02002438,2,86,1
12607,S02002438,2,86,1
12608,S02002438,2,86,1
12609,S02002438,2,86,1
12610,S02002438,2,86,1
12611,S02002438,2,86,1
12612,S02002438,2,86,1
12613,S02002438,2,86,1
12614,S02002438,2,86,1
12615,S02002438,2,86,1
12616,S02002438,2,86,1
12617,S02002438,2,86,1
12618,S02002438,2,86,1
12619,S02002438,2,86,1
12620,S02002438,2,86,1
12621,S02002438,2,86,1
12622,S02002438,2,86,1
12623,S02002438,2,86,1
12624,S02002438,2,86,1
12625,S02002438,2,86,1
12626,S02002438,2,86,1
12627,S02002438,2,86,1
12628,S02002438,2,86,1
12629,S02002438,2,86,1
12630,S02002438,2,86,1
12631,S02002438,2,86,1
12632,S02002438,2,86,1
12633,S02002438,2,86,1
12634,S02002438,2,86,1
12635,S02002438,2,86,1
12636,S02002438,2,86,1
12637,S02002438,2,86,1
12638,S02002438,2,86,1
12639,S02002438,2,86,1
12640,S02002438,2,86,1
12641,S02002438,2,86,1
12642,S02002438,2,86,1
12643,S02002438,2,86,1
12644,S02002438,2,86,1
12645,S02002438,2,86,1
12646,S02002438,2,86,1
12647,S02002439,1,1,1
12648,S02002439,1,1,1
12649,S02002439,1,1,1
12650,S02002439,1,1,1
12651,S02002439,1,1,1
12652,S02002439,1,1,1
12653,S02002439,1,1,1
12654,S02002439,1,1,1
12655,S02002439,1,1,1
12656,S02002439,1,1,1
12657,S02002439,1,1,1
12658,S02002439,1,1,1
12659,S02002439,1,1,1
12660,S02002439,1,1,1
12661,S02002439,1,1,1
12662,S02002439,1,1,1
12663,S02002439,1,1,1
12664,S02002439,1,1,22
12665,S02002439,1,2,1
12666,S02002439,1,2,1
12667,S02002439,1,2,1
12668,S02002439,1,2,1
12669,S02002439,1,2,1
12670,S02002439,1,2,1
12671,S02002439,1,2,1
12672,S02002439,1,2,1
12673,S02002439,1,2,1
12674,S02002439,1,2,1
12675,S02002439,1,2,1
12676,S02002439,1,2,1
12677,S02002439,1,2,1
12678,S02002439,1,2,1
12679,S02002439,1,2,1
12680,S02002439,1,2,1
12681,S02002439,1,2,1
12682,S02002439,1,2,1
12683,S02002439,1,2,9
12684,S02002439,1,3,1
12685,S02002439,1,3,1
12686,S02002439,1,3,1
12687,S02002439,1,3,1
12688,S02002439,1,3,1
12689,S02002439,1,3,1
12690,S02002439,1,3,1
12691,S02002439,1,3,1
12692,S02002439,1,3,1
12693,S02002439,1,3,1
12694,S02002439,1,3,1
12695,S02002439,1,3,1
12696,S02002439,1,3,1
12697,S02002439,1,3,1
12698,S02002439,1,3,1
12699,S02002439,1,3,1
12700,S02002439,1,3,1
12701,S02002439,1,3,1
12702,S02002439,1,3,1
12703,S02002439,1,3,1
12704,S02002439,1,3,1
12705,S02002439,1,3,1
12706,S02002439,1,3,1
12707,S02002439,1,3,1
12708,S02002439,1,3,1
12709,S02002439,1,4,1
12710,S02002439,1,4,1
12711,S02002439,1,4,1
12712,S02002439,1,4,1
12713,S02002439,1,4,1
12714,S02002439,1,4,1
12715,S02002439,1,4,1
12716,S02002439,1,4,1
12717,S02002439,1,4,1
12718,S02002439,1,4,1
12719,S02002439,1,4,1
12720,S02002439,1,4,1
12721,S02002439,1,4,1
12722,S02002439,1,4,1
12723,S02002439,1,4,1
12724,S02002439,1,4,1
12725,S02002439,1,4,1
12726,S02002439,1,4,1
12727,S02002439,1,4,1
12728,S02002439,1,4,1
12729,S02002439,1,4,1
12730,S02002439,1,4,1
12731,S02002439,1,5,1
12732,S02002439,1,5,1
12733,S02002439,1,5,1
12734,S02002439,1,5,1
12735,S02002439,1,5,1
12736,S02002439,1,5,1
12737,S02002439,1,5,1
12738,S02002439,1,5,1
12739,S02002439,1,5,1
12740,S02002439,1,5,1
12741,S02002439,1,5,1
12742,S02002439,1,5,1
12743,S02002439,1,5,1
12744,S02002439,1,5,1
12745,S02002439,1,5,1
12746,S02002439,1,5,1
12747,S02002439,1,5,1
12748,S02002439,1,5,1
12749,S02002439,1,6,1
12750,S02002439,1,6,1
12751,S02002439,1,6,1
12752,S02002439,1,6,1
12753,S02002439,1,6,1
12754,S02002439,1,6,1
12755,S02002439,1,6,1
12756,S02002439,1,6,1
12757,S02002439,1,6,1
12758,S02002439,1,6,1
12759,S02002439,1,6,1
12760,S02002439,1,6,1
12761,S02002439,1,6,1
12762,S02002439,1,6,1
12763,S02002439,1,6,1
12764,S02002439,1,6,1
12765,S02002439,1,6,1
12766,S02002439,1,6,1
12767,S02002439,1,6,1
12768,S02002439,1,6,1
12769,S02002439,1,6,1
12770,S02002439,1,6,1
12771,S02002439,1,6,1
12772,S02002439,1,6,1
12773,S02002439,1,6,1
12774,S02002439,1,7,1
12775,S02002439,1,7,1
12776,S02002439,1,7,1
12777,S02002439,1,7,1
12778,S02002439,1,7,1
12779,S02002439,1,7,1
12780,S02002439,1,7,1
12781,S02002439,1,7,1
12782,S02002439,1,7,1
12783,S02002439,1,7,1
12784,S02002439,1,7,1
12785,S02002439,1,7,1
12786,S02002439,1,7,1
12787,S02002439,1,7,1
12788,S02002439,1,7,1
12789,S02002439,1,7,1
12790,S02002439,1,7,1
12791,S02002439,1,7,1
12792,S02002439,1,7,1
12793,S02002439,1,7,1
12794,S02002439,1,7,1
12795,S02002439,1,8,1
12796,S02002439,1,8,1
12797,S02002439,1,8,1
12798,S02002439,1,8,1
12799,S02002439,1,8,1
12800,S02002439,1,8,1
12801,S02002439,1,8,1
12802,S02002439,1,8,1
12803,S02002439,1,8,1
12804,S02002439,1,8,1
12805,S02002439,1,8,1
12806,S02002439,1,8,1
12807,S02002439,1,8,1
12808,S02002439,1,8,1
12809,S02002439,1,8,1
12810,S02002439,1,8,1
12811,S02002439,1,8,1
12812,S02002439,1,9,1
12813,S02002439,1,9,1
12814,S02002439,1,9,1
12815,S02002439,1,9,1
12816,S02002439,1,9,1
12817,S02002439,1,9,1
12818,S02002439,1,9,1
12819,S02002439,1,9,1
12820,S02002439,1,9,1
12821,S02002439,1,9,1
12822,S02002439,1,9,1
12823,S02002439,1,9,1
12824,S02002439,1,9,1
12825,S02002439,1,9,1
12826,S02002439,1,9,1
12827,S02002439,1,9,1
12828,S02002439,1,9,1
12829,S02002439,1,9,1
12830,S02002439,1,9,1
12831,S02002439,1,9,1
12832,S02002439,1,10,1
12833,S02002439,1,10,1
12834,S02002439,1,10,1
12835,S02002439,1,10,1
12836,S02002439,1,10,1
12837,S02002439,1,10,1
12838,S02002439,1,10,1
12839,S02002439,1,10,1
12840,S02002439,1,10,1
12841,S02002439,1,10,1
12842,S02002439,1,10,1
12843,S02002439,1,10,1
12844,S02002439,1,10,1
12845,S02002439,1,10,1
12846,S02002439,1,10,1
12847,S02002439,1,10,1
12848,S02002439,1,10,1
12849,S02002439,1,10,1
12850,S02002439,1,10,1
12851,S02002439,1,10,1
12852,S02002439,1,10,1
12853,S02002439,1,10,1
12854,S02002439,1,10,1
12855,S02002439,1,10,1
12856,S02002439,1,10,1
12857,S02002439,1,11,1
12858,S02002439,1,11,1
12859,S02002439,1,11,1
12860,S02002439,1,11,1
12861,S02002439,1,11,1
12862,S02002439,1,11,1
12863,S02002439,1,11,1
12864,S02002439,1,11,1
12865,S02002439,1,11,1
12866,S02002439,1,11,1
12867,S02002439,1,11,1
12868,S02002439,1,11,1
12869,S02002439,1,11,1
12870,S02002439,1,11,1
12871,S02002439,1,11,1
12872,S02002439,1,11,1
12873,S02002439,1,11,1
12874,S02002439,1,11,1
12875,S02002439,1,11,1
12876,S02002439,1,11,1
12877,S02002439,1,11,1
12878,S02002439,1,11,1
12879,S02002439,1,11,1
12880,S02002439,1,11,1
12881,S02002439,1,11,1
12882,S02002439,1,11,1
12883,S02002439,1,12,1
12884,S02002439,1,12,1
12885,S02002439,1,12,1
12886,S02002439,1,12,1
12887,S02002439,1,12,1
12888,S02002439,1,12,1
12889,S02002439,1,12,1
12890,S02002439,1,12,1
12891,S02002439,1,12,1
12892,S02002439,1,12,1
12893,S02002439,1,12,1
12894,S02002439,1,12,1
12895,S02002439,1,12,1
12896,S02002439,1,12,1
12897,S02002439,1,12,1
12898,S02002439,1,12,1
12899,S02002439,1,12,1
12900,S02002439,1,12,1
12901,S02002439,1,13,1
12902,S02002439,1,13,1
12903,S02002439,1,13,1
12904,S02002439,1,13,1
12905,S02002439,1,13,1
12906,S02002439,1,13,1
12907,S02002439,1,13,1
12908,S02002439,1,13,1
12909,S02002439,1,13,1
12910,S02002439,1,13,1
12911,S02002439,1,13,1
12912,S02002439,1,13,1
12913,S02002439,1,13,1
12914,S02002439,1,13,1
12915,S02002439,1,13,1
12916,S02002439,1,13,1
12917,S02002439,1,13,1
12918,S02002439,1,13,1
12919,S02002439,1,13,1
12920,S02002439,1,13,1
12921,S02002439,1,13,1
12922,S02002439,1,13,1
12923,S02002439,1,13,1
12924,S02002439,1,13,1
12925,S02002439,1,13,1
12926,S02002439,1,13,1
12927,S02002439,1,13,1
12928,S02002439,1,13,1
12929,S02002439,1,13,1
12930,S02002439,1,13,1
12931,S02002439,1,13,1
12932,S02002439,1,14,1
12933,S02002439,1,14,1
12934,S02002439,1,14,1
12935,S02002439,1,14,1
12936,S02002439,1,14,1
12937,S02002439,1,14,1
12938,S02002439,1,14,1
12939,S02002439,1,14,1
12940,S02002439,1,14,1
12941,S02002439,1,14,1
12942,S02002439,1,14,1
12943,S02002439,1,14,1
12944,S02002439,1,14,1
12945,S02002439,1,14,1
12946,S02002439,1,14,1
12947,S02002439,1,14,1
12948,S02002439,1,14,1
12949,S02002439,1,14,1
12950,S02002439,1,14,1
12951,S02002439,1,14,1
12952,S02002439,1,14,1
12953,S02002439,1,14,1
12954,S02002439,1,14,1
12955,S02002439,1,14,1
12956,S02002439,1,15,1
12957,S02002439,1,15,1
12958,S02002439,1,15,1
12959,S02002439,1,15,1
12960,S02002439,1,15,1
12961,S02002439,1,15,1
12962,S02002439,1,15,1
12963,S02002439,1,15,1
12964,S02002439,1,15,1
12965,S02002439,1,15,1
12966,S02002439,1,15,1
12967,S02002439,1,15,1
12968,S02002439,1,15,1
12969,S02002439,1,15,1
12970,S02002439,1,15,1
12971,S02002439,1,15,1
12972,S02002439,1,15,1
12973,S02002439,1,15,1
12974,S02002439,1,15,1
12975,S02002439,1,15,1
12976,S02002439,1,15,1
12977,S02002439,1,15,1
12978,S02002439,1,15,1
12979,S02002439,1,15,1
12980,S02002439,1,15,1
12981,S02002439,1,15,1
12982,S02002439,1,15,1
12983,S02002439,1,15,1
12984,S02002439,1,15,1
12985,S02002439,1,16,1
12986,S02002439,1,16,1
12987,S02002439,1,16,1
12988,S02002439,1,16,1
12989,S02002439,1,16,1
12990,S02002439,1,16,1
12991,S02002439,1,16,1
12992,S02002439,1,16,1
12993,S02002439,1,16,1
12994,S02002439,1,16,1
12995,S02002439,1,16,1
12996,S02002439,1,16,1
12997,S02002439,1,16,1
12998,S02002439,1,16,1
12999,S02002439,1,16,1
13000,S02002439,1,16,1
13001,S02002439,1,16,1
13002,S02002439,1,16,1
13003,S02002439,1,16,1
13004,S02002439,1,16,1
13005,S02002439,1,16,1
13006,S02002439,1,16,1
13007,S02002439,1,16,1
13008,S02002439,1,16,1
13009,S02002439,1,16,1
13010,S02002439,1,16,9
13011,S02002439,1,16,9
13012,S02002439,1,17,1
13013,S02002439,1,17,1
13014,S02002439,1,17,1
13015,S02002439,1,17,1
13016,S02002439,1,17,1
13017,S02002439,1,17,1
13018,S02002439,1,17,1
13019,S02002439,1,17,1
13020,S02002439,1,17,1
13021,S02002439,1,17,1
13022,S02002439,1,17,1
13023,S02002439,1,17,1
13024,S02002439,1,17,1
13025,S02002439,1,17,1
13026,S02002439,1,17,1
13027,S02002439,1,17,1
13028,S02002439,1,17,1
13029,S02002439,1,17,1
13030,S02002439,1,17,1
13031,S02002439,1,17,1
13032,S02002439,1,17,1
13033,S02002439,1,17,1
13034,S02002439,1,17,1
13035,S02002439,1,17,1
13036,S02002439,1,17,1
13037,S02002439,1,17,1
13038,S02002439,1,17,1
13039,S02002439,1,18,1
13040,S02002439,1,18,1
13041,S02002439,1,18,1
13042,S02002439,1,18,1
13043,S02002439,1,18,1
13044,S02002439,1,18,1
13045,S02002439,1,18,1
13046,S02002439,1,18,1
13047,S02002439,1,18,1
13048,S02002439,1,18,1
13049,S02002439,1,18,1
13050,S02002439,1,18,1
13051,S02002439,1,18,1
13052,S02002439,1,18,1
13053,S02002439,1,18,1
13054,S02002439,1,18,1
13055,S02002439,1,18,1
13056,S02002439,1,18,1
13057,S02002439,1,18,1
13058,S02002439,1,18,1
13059,S02002439,1,18,1
13060,S02002439,1,19,1
13061,S02002439,1,19,1
13062,S02002439,1,19,1
13063,S02002439,1,19,1
13064,S02002439,1,19,1
13065,S02002439,1,19,1
13066,S02002439,1,19,1
13067,S02002439,1,19,1
13068,S02002439,1,19,1
13069,S02002439,1,19,1
13070,S02002439,1,19,1
13071,S02002439,1,19,1
13072,S02002439,1,19,1
13073,S02002439,1,19,1
13074,S02002439,1,19,1
13075,S02002439,1,19,1
13076,S02002439,1,19,1
13077,S02002439,1,20,1
13078,S02002439,1,20,1
13079,S02002439,1,20,1
13080,S02002439,1,20,1
13081,S02002439,1,20,1
13082,S02002439,1,20,1
13083,S02002439,1,20,1
13084,S02002439,1,20,1
13085,S02002439,1,20,1
13086,S02002439,1,20,1
13087,S02002439,1,21,1
13088,S02002439,1,21,1
13089,S02002439,1,21,1
13090,S02002439,1,21,1
13091,S02002439,1,21,1
13092,S02002439,1,21,1
13093,S02002439,1,21,1
13094,S02002439,1,21,1
13095,S02002439,1,21,1
13096,S02002439,1,21,1
13097,S02002439,1,21,1
13098,S02002439,1,21,1
13099,S02002439,1,21,1
13100,S02002439,1,21,1
13101,S02002439,1,21,1
13102,S02002439,1,21,1
13103,S02002439,1,21,1
13104,S02002439,1,22,1
13105,S02002439,1,22,1
13106,S02002439,1,22,1
13107,S02002439,1,22,1
13108,S02002439,1,22,1
13109,S02002439,1,22,1
13110,S02002439,1,22,1
13111,S02002439,1,22,1
13112,S02002439,1,22,1
13113,S02002439,1,22,1
13114,S02002439,1,22,1
13115,S02002439,1,22,1
13116,S02002439,1,22,1
13117,S02002439,1,22,1
13118,S02002439,1,22,1
13119,S02002439,1,22,1
13120,S02002439,1,22,1
13121,S02002439,1,22,1
13122,S02002439,1,23,1
13123,S02002439,1,23,1
13124,S02002439,1,23,1
13125,S02002439,1,23,1
13126,S02002439,1,23,1
13127,S02002439,1,23,1
13128,S02002439,1,23,1
13129,S02002439,1,23,1
13130,S02002439,1,23,1
13131,S02002439,1,23,1
13132,S02002439,1,23,1
13133,S02002439,1,23,1
13134,S02002439,1,23,1
13135,S02002439,1,23,1
13136,S02002439,1,23,1
13137,S02002439,1,24,1
13138,S02002439,1,24,1
13139,S02002439,1,24,1
13140,S02002439,1,24,1
13141,S02002439,1,24,1
13142,S02002439,1,24,1
13143,S02002439,1,24,1
13144,S02002439,1,24,1
13145,S02002439,1,24,1
13146,S02002439,1,24,1
13147,S02002439,1,24,1
13148,S02002439,1,24,1
13149,S02002439,1,24,1
13150,S02002439,1,24,1
13151,S02002439,1,24,1
13152,S02002439,1,24,1
13153,S02002439,1,24,1
13154,S02002439,1,25,1
13155,S02002439,1,25,1
13156,S02002439,1,25,1
13157,S02002439,1,25,1
13158,S02002439,1,25,1
13159,S02002439,1,25,1
13160,S02002439,1,25,1
13161,S02002439,1,25,1
13162,S02002439,1,25,1
